"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Abditibacteriota","Acidobacteriota","Actinobacteriota","Armatimonadota","Bacteroidota","Bdellovibrionota","Campilobacterota","Chloroflexi","Crenarchaeota","Cyanobacteria","Deferribacterota","Deinococcota","Dependentiae","Desulfobacterota","Elusimicrobiota","Entotheonellaeota","Euryarchaeota","Fibrobacterota","Firmicutes","GAL15","Gemmatimonadota","Hydrogenedentes","MBNT15","Methylomirabilota","Myxococcota","Nanoarchaeota","NB1-j","Nitrospirota","Patescibacteria","Planctomycetota","Proteobacteria","RCP2-54","SAR324_clade(Marine_group_B)","Sumerlaeota","Thermoplasmatota","TX1A-33","Unknown","Verrucomicrobiota","WPS-2","WS2"
184,184,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN12","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,36.76,NA,1,0,"C411","JTMR009EU",0,1048,29840,10,2299,87,0,3711,64,12,0,0,0,0,0,5,0,27,3579,0,1496,6,5,28,711,0,0,47,110,64,9148,0,0,46,9,0,129,652,5,6
185,185,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN12","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR009ET",0,1684,28633,145,2845,103,0,4452,47,46,0,5,0,0,0,0,0,12,987,0,2657,0,3,7,768,0,0,79,99,226,12771,0,0,13,4,0,94,463,3,11
186,186,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN12","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,NA,37.54,NA,NA,1,0,"C1011","JTMR009D",0,112,6176,39,483,6,0,525,0,43,0,0,0,0,0,0,0,0,77,0,298,0,0,0,50,0,0,4,0,7,2521,0,0,0,0,0,2,32,0,0
187,187,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN12","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR009DU",4,1087,24640,71,2333,92,0,3567,74,183,0,0,0,3,0,0,0,15,1333,0,1826,0,0,4,844,0,0,34,36,181,10340,0,0,80,0,0,24,594,0,0
191,191,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN12","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR008AR",3,998,28188,140,5445,79,0,1636,22,1636,0,51,0,0,0,0,0,7,248,0,1897,0,0,0,338,0,0,7,46,103,15102,0,0,0,0,0,0,239,0,0
192,192,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN12","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR009BB",0,2980,25924,144,1286,46,0,3893,44,883,0,0,0,0,0,10,0,0,458,0,3318,0,0,21,693,0,0,87,35,77,9190,3,0,0,65,0,105,450,9,0
194,194,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE12","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR008BD",9,2432,26714,184,2425,15,0,4097,37,135,0,7,0,0,0,0,0,10,241,0,2489,0,0,0,947,2,0,87,54,214,11781,0,0,11,0,0,33,521,0,0
195,195,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN12","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR009I",0,340,9142,12,874,14,0,1202,0,15,0,2,0,6,0,0,0,14,666,0,435,0,0,0,148,0,0,12,17,30,3568,0,0,15,0,0,11,98,4,0
196,196,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN12","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR008ED",2,2842,19978,171,1414,39,0,4799,75,38,0,3,0,0,0,13,0,14,2705,0,1788,0,0,26,653,0,0,85,8,140,9045,0,0,8,90,0,62,550,6,0
201,201,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN13","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR009CI",0,838,7661,0,176,0,0,956,0,147,0,0,0,0,0,24,0,0,6,0,490,0,0,6,193,0,0,9,2,4,2024,0,0,0,0,0,43,101,0,0
202,202,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE13","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR008FE",0,633,17117,159,2035,61,0,1199,3,76,0,17,0,0,0,0,0,9,61,0,1096,0,0,0,450,0,0,11,0,37,6883,0,0,0,0,0,23,490,0,0
203,203,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE13","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR008DR",0,3234,30089,96,2763,123,0,5933,94,334,0,4,0,0,10,43,0,28,645,0,2892,0,4,23,966,0,0,116,10,328,13183,0,0,16,24,0,53,758,0,7
204,204,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE13","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR008CV",0,3225,24978,194,1353,52,0,4421,65,103,0,2,2,7,0,7,0,39,739,0,2117,0,0,0,1212,0,0,100,115,572,10272,0,2,6,0,0,8,258,0,6
206,206,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE13","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR008BR",0,919,8189,31,609,10,0,1009,0,39,0,0,0,0,0,0,0,0,220,0,631,0,0,3,215,0,0,10,0,0,2745,0,0,0,5,0,37,75,0,0
209,209,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN13","S","P","N",1,"S10","S10PN1","S10PN1","S10","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR009DR",5,1456,23207,47,1475,49,0,3007,33,92,0,4,6,0,0,0,0,9,467,0,2090,0,0,0,1220,0,0,45,7,129,10554,0,0,27,5,0,18,386,0,0
210,210,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN13","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR008AG",5,2966,21585,98,1062,42,0,4154,59,265,0,0,0,0,2,26,0,7,668,0,2414,0,8,24,441,0,0,91,25,143,6211,8,0,6,31,0,67,448,3,8
211,211,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN13","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,37.65,34.92,NA,NA,2,0,"S911","JTMR008CR",26,1356,27217,181,5598,93,0,2516,6,107,0,21,0,0,0,0,0,12,1041,0,2231,5,0,0,640,0,0,13,70,463,13096,0,0,7,0,0,3,269,0,0
212,212,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN13","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR009CH",0,312,4642,19,179,0,0,402,0,0,0,0,0,0,0,0,0,0,34,0,235,0,0,0,84,0,0,4,0,0,1217,0,0,0,0,0,19,33,0,0
213,213,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE13","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR009S",4,1823,18797,57,2145,39,0,3125,29,211,0,0,0,0,0,0,0,4,127,0,1568,0,0,0,929,0,0,54,97,196,9776,0,0,18,0,0,15,417,0,0
214,214,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE13","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR008CD",7,2099,22092,51,3220,40,0,2429,73,744,0,38,0,0,0,0,0,8,258,0,1607,0,0,6,524,0,0,23,36,125,8560,0,0,0,8,0,52,376,0,8
216,216,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN13","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,35.7,NA,NA,NA,1,0,"S811","JTMR008B",0,443,14269,25,1225,43,0,1733,12,85,0,3,0,3,3,12,0,18,508,0,686,0,0,0,408,0,0,13,67,152,9040,0,0,14,0,0,2,189,0,3
217,217,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN13","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR008A",7,1550,17143,139,956,18,0,3753,10,114,0,0,0,0,0,0,0,8,524,0,1340,0,0,18,397,0,0,47,15,345,6225,0,0,0,6,0,21,157,0,0
218,218,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE13","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,34.94,34.35,35.26,35.41,4,1,"S1001","JTMR009DW",2,844,38211,9,1838,79,0,4722,33,41,0,0,3,0,0,5,0,0,2717,0,2041,0,6,0,547,0,0,67,60,156,10130,0,2,79,6,0,44,233,0,0
219,219,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN13","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR009EX",0,720,28549,208,4230,127,0,1881,0,1103,0,28,0,0,0,0,0,7,332,0,2197,0,0,0,744,0,0,9,22,67,12807,0,0,0,0,0,14,436,0,0
220,220,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE13","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR008AI",0,4267,22774,217,1329,39,0,5140,70,121,0,3,2,0,0,0,0,6,312,0,2155,0,0,24,676,0,0,104,49,151,7581,10,0,0,58,0,144,1060,0,0
221,221,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN13","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009DA",0,641,17181,37,2521,48,0,2160,12,165,0,0,3,0,0,0,0,31,1009,0,1115,0,0,0,550,0,0,5,47,116,8821,0,0,41,0,0,0,438,0,0
222,222,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN13","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009V",0,4846,25721,85,532,62,0,9638,40,6,0,0,17,0,4,0,0,5,316,0,3401,0,0,40,557,0,0,144,9,527,5631,0,5,0,3,0,112,1153,3,0
223,223,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE13","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009BY",0,758,18473,16,2440,45,0,2284,32,9,0,14,2,10,0,0,0,8,1722,0,964,0,0,0,263,0,0,40,121,33,8209,0,0,12,0,0,8,228,0,0
224,224,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN13","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,35.32,35.77,35.96,35.03,4,1,"C511","JTMR008FA",0,707,12413,75,1182,10,0,2098,7,97,0,0,0,0,0,0,0,6,674,0,672,0,0,0,219,0,0,18,9,31,5607,0,0,10,0,0,0,163,0,0
226,226,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE13","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008E",0,754,11978,33,1063,117,0,2968,13,246,0,0,0,0,0,0,0,0,659,0,897,0,0,4,459,0,0,54,37,118,4192,0,0,3,0,0,4,177,0,0
227,227,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE13","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008CZ",6,3243,22839,104,1431,56,0,5635,35,24,0,0,0,0,0,2,0,5,4938,0,2449,0,0,12,588,0,0,82,67,742,7268,0,0,8,9,0,45,341,0,13
229,229,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE13","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009BJ",0,996,21550,141,2623,92,0,2615,7,40,0,0,0,0,0,0,0,8,472,0,1294,0,0,3,744,0,0,17,47,89,11888,0,0,18,0,0,4,465,0,0
230,230,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE13","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009FE",0,1291,12668,110,604,6,0,2380,0,0,0,0,3,0,0,0,0,0,357,0,945,0,8,7,410,0,0,26,2,22,4238,0,0,0,0,0,28,169,3,0
231,231,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN13","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR008AM",0,1372,18238,130,3050,20,0,2815,22,299,0,0,0,0,0,0,0,0,206,0,1248,0,0,0,477,0,0,42,2,50,8987,0,0,2,0,0,20,251,0,0
232,232,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE13","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,36.95,36.1,NA,2,0,"C701","JTMR009DH",6,2030,20275,55,2636,28,0,4818,77,354,0,0,0,0,0,0,0,8,501,0,1322,0,0,19,832,0,0,130,48,127,10524,0,0,6,0,0,11,458,0,0
234,234,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE13","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,39.66,NA,NA,NA,1,0,"C101","JTMR009EF",8,1912,29347,131,2993,60,0,6998,9,793,0,22,0,0,0,0,0,10,248,0,2978,0,0,0,723,0,0,50,3,257,12123,0,0,10,0,0,49,694,0,0
237,237,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN13","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR009CS",5,569,11690,11,766,10,0,1792,15,1480,0,3,0,0,0,0,0,0,1038,0,815,0,0,0,155,0,0,16,0,168,3231,0,0,0,0,0,13,106,0,0
238,238,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN13","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR009EJ",0,588,18774,83,2432,135,0,3447,27,590,0,0,0,0,0,26,0,0,1209,0,1097,0,0,0,701,0,0,43,107,110,7932,0,0,43,0,0,7,673,0,0
239,239,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE13","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR008BM",8,1587,31360,144,2746,39,0,5073,29,134,0,3,0,0,0,0,0,9,255,0,2913,0,0,0,642,0,0,55,73,193,11802,0,0,4,0,0,45,793,0,0
240,240,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN13","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,34.17,33.35,34.67,33.95,4,1,"C811","JTMR008J",0,423,8498,11,562,15,0,1884,12,15,0,0,7,0,0,0,0,0,691,0,612,0,0,0,159,0,0,16,48,83,2537,0,0,8,0,0,22,46,0,0
241,241,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN13","S","P","N",1,"S06","S06PN1","S06PN1","S06","PN","4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR009DG",8,1015,24779,120,2870,73,0,2287,23,215,0,0,0,0,0,0,0,20,519,0,1636,0,0,0,617,0,0,32,67,55,11385,0,0,0,0,0,11,409,0,0
242,242,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN13","S","S","N",1,"S06","S06SN1","S06SN1","S06","SN","4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR008BZ",0,3989,26722,117,1529,40,0,5110,137,329,0,0,0,0,0,18,0,8,1111,0,2382,4,0,25,654,0,0,123,6,234,10626,0,0,0,59,0,60,625,7,0
244,244,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE13","S","P","E",1,"S06","S06PE1","S06PE1","S06","PE","4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,30.74,31.14,31.42,31.84,4,1,"S601","JTMR008BB",0,880,33032,51,2416,42,0,3607,42,732,0,0,0,0,0,0,0,5,5610,0,2067,0,0,21,659,0,0,90,8,105,10177,0,0,55,0,0,108,332,0,0
245,245,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE13","S","S","E",1,"S06","S06SE1","S06SE1","S06","SE","4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR009DI",0,2914,21111,50,732,23,0,3239,41,3,0,0,0,0,0,29,0,0,131,0,1795,0,0,15,751,0,0,83,24,69,5844,0,0,3,10,0,91,468,0,0
246,246,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN13","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,36.66,35.73,NA,NA,2,0,"C211","JTMR008AN",0,585,9245,10,546,0,0,1278,0,164,0,0,0,0,0,0,0,5,100,0,680,0,0,0,150,0,0,17,11,18,2785,0,0,0,0,0,10,102,0,0
247,247,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN13","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR009AD",0,588,26026,8,1878,121,0,3869,26,22,0,3,4,0,0,5,0,45,1436,2,902,0,0,0,542,0,0,52,300,96,5554,0,0,144,0,0,0,733,0,0
248,248,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE13","C","S","E",1,"C02","C02SE1","C02SE1","C02","SE","4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR009CD",0,2334,24671,85,1133,10,0,6309,134,268,0,0,0,0,0,0,0,35,711,0,2427,0,0,9,687,0,0,51,25,382,7057,0,0,0,0,0,75,571,0,4
250,250,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE13","C","P","E",1,"C04","C04PE1","C04PE1","C04","PE","4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,31.27,31.49,31.23,31.57,4,1,"C401","JTMR008AA",0,904,16749,24,2516,37,0,2121,18,26,0,4,0,0,0,0,0,7,797,0,1035,0,0,6,428,0,0,65,46,88,8456,0,0,17,0,0,14,244,0,0
251,251,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE13","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR008CS",0,2444,29595,49,1907,73,0,6418,18,49,0,0,0,0,0,0,0,15,2077,0,3141,0,0,7,1177,0,0,38,94,668,8836,0,0,16,19,0,66,398,0,0
253,253,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE13","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR008EO",2,531,22169,58,3220,72,0,2179,38,72,0,2,0,0,0,0,0,8,1638,0,1215,0,0,0,273,0,0,26,36,51,10597,0,0,31,0,0,18,313,0,0
254,254,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE13","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR009AX",0,1154,17248,16,520,5,0,2912,17,13,0,0,0,0,0,5,0,0,446,0,1155,0,6,11,256,0,0,52,0,95,3840,0,0,0,0,0,48,227,0,0
258,258,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE13","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR009DO",8,2202,23154,99,1095,48,0,3804,17,64,0,0,0,0,4,6,0,12,469,0,1927,0,0,17,863,0,2,74,75,225,8001,8,0,0,47,0,40,349,0,8
259,259,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE13","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR009BI",0,3225,25608,267,1253,68,0,4048,0,5,0,0,0,0,8,0,0,19,227,0,2100,0,0,9,897,0,0,44,43,183,9012,12,2,7,29,0,67,603,0,7
260,260,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN13","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,39.59,36.25,35.11,34.83,4,1,"S511","JTMR008AV",0,1305,27803,90,3186,8,0,2997,35,27,0,3,0,0,0,0,0,7,1677,0,1232,0,0,11,435,0,0,56,122,123,10063,0,0,38,0,0,53,511,0,0
261,261,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN13","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR008DW",5,3944,24218,122,1363,41,0,4663,54,66,0,0,0,3,0,11,0,0,886,0,2387,0,0,33,932,0,0,76,39,122,7508,0,0,14,81,0,138,436,0,8
262,262,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE13","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR008DA",4,1754,14344,165,897,22,0,2406,14,28,0,0,0,0,0,0,0,11,605,0,1327,0,0,0,945,0,0,39,38,117,5112,0,0,5,6,0,32,214,0,8
264,264,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE13","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR008DB",3,917,26153,42,1010,37,0,3728,31,255,0,2,0,0,0,0,0,9,1850,0,1475,0,0,0,474,0,0,63,27,86,6210,0,0,50,0,0,44,309,0,0
265,265,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE13","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR008EI",0,1657,12768,70,895,31,0,2437,9,385,0,0,2,0,0,0,0,7,313,0,1194,0,0,14,351,0,0,51,30,16,4166,0,0,0,20,0,50,279,0,0
