"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","0319-6G20","0319-7L14","053A03-B-DI-P58","11-24","211ds20","Abditibacteriales","Acetobacterales","Acholeplasmatales","Acidaminococcales","Acidiferrobacterales","Acidimicrobiales","Acidobacteriae","Acidobacteriales","Actinomarinales","AD3","AKAU4049","Alicyclobacillales","Alphaproteobacteria_Incertae_Sedis","Anaerolineales","Ardenticatenales","Armatimonadales","Azospirillales","B10-SB3A","B12-WMSP1","Babeliales","Bacillales","bacteriap25","Bacteriovoracales","Bacteroidales","Bacteroidetes_VC2.1_Bac22","BD2-11_terrestrial_group","Bdellovibrionales","Berkelbacteria","Blastocatellales","Blfdi19","Bradymonadales","Brevibacillales","Bryobacterales","Burkholderiales","C0119","Caedibacterales","Caldilineales","Campylobacterales","Candidatus_Jorgensenbacteria","Candidatus_Kaiserbacteria","Candidatus_Moranbacteria","Candidatus_Nomurabacteria","Candidatus_Pacebacteria","Candidatus_Peribacteria","Candidatus_Woesebacteria","Candidatus_Yanofskybacteria","Caulobacterales","CCD24","Cellvibrionales","Chitinophagales","Chlamydiales","Chloroflexales","Chloroplast","Christensenellales","Chthoniobacterales","Chthonomonadales","Clostridia","Clostridia_UCG-014","Clostridia_vadinBB60_group","Clostridiales","Competibacterales","Coriobacteriales","Corynebacteriales","Coxiellales","Cyanobacteriales","Cytophagales","Deferribacterales","Defluviicoccales","Deinococcales","Desulfitibacterales","Desulfovibrionales","Diplorickettsiales","Dojkabacteria","Dongiales","DS-100","EC3","Elev-16S-573","Elsterales","Enterobacterales","Entomoplasmatales","Entotheonellales","EPR3968-O8a-Bc78","Erysipelotrichales","Eubacteriales","Euzebyales","Ferrovibrionales","FFCH16767","Fibrobacterales","Fimbriimonadales","Flavobacteriales","Frankiales","Gaiellales","GAL15","Gammaproteobacteria_Incertae_Sedis","Gastranaerophilales","Gemmatales","Gemmatimonadales","Geobacterales","Gitt-GS-136","Glycomycetales","GWA2-38-13b","Haliangiales","Holosporales","Hydrogenedentiales","IMCC26256","Isosphaerales","Izemoplasmatales","JG30-KF-CM66","JTB23","Kallotenuales","Kapabacteriales","Kazania","KD4-96","KI89A_clade","Kiloniellales","Kineosporiales","Ktedonobacterales","Lachnospirales","Lactobacillales","Legionellales","Leptolyngbyales","Limnochordales","Lineage_IIa","Lineage_IIb","Lineage_IIc","Lineage_IV","Longimicrobiales","Marine_Group_II","MB-A2-108","MBNT15","Methanobacteriales","Methylococcales","Micavibrionales","Micrococcales","Microgenomatia","Micromonosporales","Micropepsales","Microtrichales","mle1-27","Monoglobales","MSB-4B10","MVP-88","Mycoplasmatales","Myxococcales","N9D0","Nannocystales","NB1-j","Nitriliruptorales","Nitrosococcales","Nitrososphaerales","Nitrospirales","Obscuribacterales","Oceanospirillales","OLB14","Oligoflexales","OM190","Opitutales","Oscillospirales","Oxyphotobacteria_Incertae_Sedis","P2-11E","Paenibacillales","Paracaedibacterales","Parcubacteria","PB19","Pedosphaerales","Peptococcales","Peptostreptococcales-Tissierellales","Phormidesmiales","Phycisphaerales","Pirellulales","Pla4_lineage","Planctomycetales","PLTA13","Polyangiales","Propionibacteriales","Pseudomonadales","Pseudonocardiales","Puniceispirillales","Pyrinomonadales","R7C24","RBG-13-54-9","RCP2-54","Reyranellales","RF39","Rhizobiales","Rhodobacterales","Rhodospirillales","Rhodothermales","Rickettsiales","Rokubacteriales","Rubrobacterales","S0134_terrestrial_group","S085","Saccharimonadales","Salinisphaerales","SAR202_clade","SAR324_clade(Marine_group_B)","SBR1031","Sericytochromatia","SHA-26","Silvanigrellales","SJA-28","Sneathiellales","Solibacterales","Solirubrobacterales","Sphingobacteriales","Sphingomonadales","Staphylococcales","Steroidobacterales","Streptomycetales","Streptosporangiales","Subgroup_17","Subgroup_2","Subgroup_22","Subgroup_25","Subgroup_5","Subgroup_7","Sumerlaeales","Symbiobacteriales","Tepidisphaerales","Thalassobaculales","Thermoactinomycetales","Thermoanaerobaculales","Thermobaculales","Thermomicrobiales","Tistrellales","TK10","TX1A-33","UA11","uncultured","Unknown","vadinHA49","Vampirovibrionales","Veillonellales-Selenomonadales","Verrucomicrobiales","VHS-B3-70","Vicinamibacterales","Woesearchaeales","WPS-2","WS2","WWE3","Xanthomonadales","Zavarziniales"
219,219,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN13","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR009EX",18,0,0,3,0,0,2228,0,0,0,0,0,0,0,0,0,7,0,0,0,162,411,0,0,0,317,36,19,0,0,0,78,0,182,5,0,0,240,2720,7,0,19,0,0,0,0,0,0,0,0,0,391,0,85,1524,2,133,249,0,311,10,0,0,0,0,0,0,145,0,827,2278,0,0,28,0,0,0,0,0,0,0,0,69,17,0,0,0,0,0,0,0,0,7,36,216,14683,59,0,0,0,14,1970,0,0,0,0,96,0,0,0,19,0,13,0,498,2,0,95,0,0,996,0,0,0,25,0,0,0,0,0,0,227,0,9,0,0,0,0,3481,0,2891,0,246,16,0,0,0,0,181,0,29,0,0,13,0,9,0,12,0,10,0,58,0,0,0,8,0,0,0,26,0,0,0,0,0,0,6,0,381,1873,37,1611,0,97,0,0,0,0,0,4141,860,0,3,12,0,496,0,0,22,0,0,0,30,23,0,2,0,0,0,1380,207,1530,0,14,63,306,0,0,0,0,0,17,0,0,24,0,0,22,0,1002,96,58,0,0,138,236,4,0,0,39,0,159,0,0,0,0,126,0
220,220,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE13","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR008AI",30,360,0,189,0,0,952,0,0,0,0,0,0,0,0,0,0,0,5,5,167,345,0,0,2,204,243,0,0,0,0,9,0,63,0,0,0,437,578,202,0,28,0,0,0,0,0,0,14,0,0,162,0,0,661,0,242,15,0,883,4,0,0,0,0,0,0,296,0,106,594,0,0,3,0,0,0,0,17,16,0,0,393,0,7,0,0,0,0,12,0,10,6,16,0,7025,1027,0,84,0,19,1623,0,107,7,0,96,0,0,183,120,0,154,0,507,0,0,902,0,0,315,0,0,0,0,0,0,0,0,0,0,476,43,219,0,0,0,0,664,0,1729,12,421,3,0,0,0,0,125,0,7,0,6,64,70,104,0,5,4,0,0,64,0,0,0,69,0,8,0,111,0,0,0,0,8,0,0,0,192,880,7,1664,29,2236,0,0,10,53,0,3547,110,0,0,2,24,2558,56,58,16,0,0,0,10,0,0,0,0,0,34,3801,74,861,0,88,502,557,15,0,0,0,17,143,0,0,4,0,32,185,0,2513,227,319,0,0,219,651,0,0,0,2,0,925,0,0,0,0,14,0
221,221,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN13","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009DA",0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,174,0,0,4,37,536,0,0,3,807,19,7,0,0,0,16,0,83,7,0,8,204,1919,21,0,26,0,0,0,0,0,0,0,0,0,263,0,75,439,0,129,111,0,275,0,0,0,0,0,0,0,189,0,52,1635,0,0,0,0,0,0,0,0,0,0,0,52,6,0,0,0,0,0,0,0,0,31,0,249,5526,22,0,12,0,5,927,0,44,7,0,85,0,0,38,0,0,9,0,207,0,0,154,0,0,191,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,4376,0,1355,6,257,5,0,0,0,0,250,0,20,0,0,0,12,5,0,15,0,25,0,41,0,2,0,20,0,0,0,61,0,0,0,0,0,0,0,0,164,1608,97,1135,0,78,0,0,0,0,0,2877,913,0,0,38,0,584,7,0,47,2,0,0,37,0,0,0,0,0,0,1049,198,905,0,18,517,184,0,0,0,0,0,18,41,0,111,0,0,97,0,1461,92,68,0,0,78,105,0,0,0,61,0,161,0,0,0,0,152,0
222,222,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN13","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009V",21,135,0,318,0,0,378,0,0,0,0,0,5,0,0,0,0,0,0,0,38,224,0,0,17,187,157,0,0,0,8,41,0,27,0,0,0,490,745,46,0,18,0,0,0,0,0,0,0,0,0,82,0,0,397,0,292,6,0,863,0,0,0,0,0,0,0,372,0,0,96,0,5,0,0,0,0,0,0,7,0,0,612,0,18,0,0,0,0,0,0,23,5,22,3,5933,1010,0,22,0,114,3159,0,27,0,0,115,0,0,130,273,0,435,0,322,6,0,715,0,0,158,0,0,0,33,0,0,0,4,0,0,169,3,36,0,0,0,0,225,0,2271,0,265,13,0,0,0,0,91,0,8,0,52,56,40,144,0,4,4,0,0,27,0,0,0,96,0,0,0,233,0,0,0,0,17,0,4,0,150,2024,0,1040,37,2533,0,0,0,98,0,2257,33,0,0,4,40,4521,65,32,4,0,0,5,38,0,3,0,0,7,114,6207,30,764,0,59,327,430,8,0,0,0,0,94,0,0,119,0,13,34,0,6220,151,1238,0,0,252,782,0,0,0,30,0,1216,0,3,0,0,3,0
223,223,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE13","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009BY",0,103,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,8,0,4,302,0,0,2,1639,17,17,2,0,0,21,0,61,0,0,0,106,1764,30,0,13,0,0,0,0,0,0,0,0,0,425,8,148,210,0,116,0,0,153,0,0,0,0,32,0,0,654,0,0,697,0,0,14,0,0,0,0,0,0,0,0,89,9,0,0,0,0,0,16,0,0,8,6,260,4979,53,0,18,0,4,778,10,165,10,0,1,0,0,28,16,0,9,0,95,0,0,240,0,0,234,0,0,0,7,0,0,0,0,0,0,152,0,0,0,0,0,0,3153,0,1307,18,220,0,0,0,0,0,38,0,0,0,0,0,32,40,0,8,11,7,0,29,0,0,0,49,0,18,0,36,0,2,0,0,5,0,8,0,207,2627,235,1008,0,60,3,0,0,4,0,2784,0,7,8,0,0,354,22,0,101,0,0,0,9,9,0,0,0,0,0,1468,1263,1621,0,33,1896,221,9,0,0,0,0,145,12,0,0,0,0,121,0,1517,80,56,0,0,91,121,0,0,0,10,0,256,0,0,0,0,180,0
224,224,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN13","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,35.32,35.77,35.96,35.03,4,1,"C511","JTMR008FA",0,61,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,70,586,0,0,0,639,53,0,0,0,0,10,0,85,0,0,0,117,815,14,0,26,0,0,0,0,0,0,0,0,0,141,0,6,268,0,51,42,0,131,0,0,0,0,0,0,0,85,0,55,852,0,0,0,0,0,0,0,7,0,0,3,68,0,0,0,0,0,0,16,0,5,6,5,12,5159,151,0,0,0,0,537,0,117,0,0,32,0,0,73,8,0,9,0,374,0,0,216,0,0,85,0,0,0,0,0,0,0,0,0,0,120,0,18,0,0,0,0,1707,0,997,0,218,0,0,0,0,0,44,0,14,0,0,17,7,18,0,7,7,0,0,14,0,0,0,35,0,0,0,11,0,0,0,0,5,0,2,0,71,952,14,756,9,206,0,0,0,16,0,2357,347,0,0,3,0,490,15,17,9,0,4,0,0,0,0,0,0,0,0,962,50,581,0,21,339,218,0,0,0,0,0,29,10,0,16,0,0,34,0,1179,86,37,0,0,69,107,0,0,0,7,0,233,0,0,0,0,21,0
226,226,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE13","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008E",7,66,0,4,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,3,21,114,0,0,0,576,142,32,0,0,0,17,0,4,31,0,0,116,722,38,0,31,0,0,0,0,0,0,0,0,0,209,8,128,152,0,52,240,0,111,3,0,0,0,0,0,0,336,0,0,435,0,0,0,0,0,0,0,0,0,0,0,110,6,3,0,0,0,0,19,0,4,0,0,99,2425,302,0,16,0,0,620,0,323,18,0,37,0,0,99,73,0,33,0,55,6,0,346,0,0,70,0,0,0,5,0,0,0,0,0,0,220,0,97,0,0,0,0,1618,0,632,0,259,0,0,0,0,0,103,0,28,0,0,7,13,54,4,14,9,61,0,11,0,0,0,69,0,0,0,17,0,0,0,0,0,0,0,0,114,1470,154,821,10,257,0,0,0,20,0,1534,43,0,4,112,4,1020,57,6,35,0,0,0,8,2,0,0,0,0,0,1675,367,574,0,15,583,201,0,0,0,0,0,82,3,0,45,0,11,33,0,1936,48,120,0,2,97,275,0,0,0,36,0,258,0,0,0,0,73,0
227,227,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE13","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008CZ",33,152,0,14,0,6,746,0,0,0,0,0,0,0,0,0,5,0,0,0,75,334,0,0,0,4672,170,0,0,0,11,10,0,102,0,0,0,376,790,203,0,42,0,0,0,0,0,0,0,0,0,152,0,0,802,0,207,17,0,206,5,0,0,0,0,0,0,397,0,2,485,0,0,0,0,0,3,0,0,0,0,0,445,0,33,2,0,0,0,29,0,2,5,7,39,7320,602,0,46,0,5,1841,0,146,0,0,102,0,0,152,486,0,113,0,586,14,0,681,0,0,216,0,0,0,6,0,0,0,0,0,0,514,9,66,0,0,0,0,1088,0,1532,8,369,2,0,0,0,0,87,0,3,0,12,43,35,82,0,24,6,13,0,0,0,0,0,208,0,0,0,115,0,0,0,7,0,0,7,0,215,1724,23,1426,29,1271,0,0,0,42,0,3260,47,0,0,9,12,2450,83,53,57,0,3,0,33,5,0,0,0,0,15,3862,91,953,0,31,520,489,12,0,0,0,0,315,8,0,237,0,20,331,0,3072,227,379,0,0,184,485,0,0,0,20,0,807,0,0,13,0,4,0
229,229,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE13","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009BJ",7,17,0,0,0,0,931,0,0,0,0,0,0,0,0,0,11,0,3,0,128,981,0,0,0,450,69,25,0,0,0,24,0,124,15,0,0,268,1711,22,0,49,0,0,0,0,0,0,0,0,0,537,0,47,857,0,109,24,0,310,0,0,0,0,0,0,0,500,0,0,1313,0,0,0,0,0,0,0,0,2,0,0,130,0,0,0,0,0,0,12,0,0,8,13,164,9250,77,0,6,0,14,978,0,61,0,0,150,0,0,0,11,0,23,0,415,3,0,167,0,0,89,0,0,0,11,0,0,0,0,0,0,302,0,23,0,0,0,0,3143,0,1311,4,415,6,0,0,0,0,163,0,39,0,0,13,7,17,0,21,0,36,0,27,0,4,0,11,0,0,0,56,0,0,0,0,7,0,0,0,302,2032,176,1286,11,218,1,0,0,13,0,4660,533,0,5,6,3,351,14,0,47,0,0,0,48,12,0,0,0,0,0,1411,281,1624,0,27,1207,234,0,0,0,0,0,51,18,0,57,0,0,46,0,1593,274,89,0,0,110,170,0,0,0,72,0,287,0,0,0,0,123,0
230,230,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE13","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009FE",6,39,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,4,0,95,291,0,0,3,322,125,0,0,0,0,0,0,41,0,0,0,151,420,78,0,31,0,0,0,0,0,0,0,0,0,143,0,0,222,0,77,0,0,86,2,0,0,0,0,0,0,206,0,0,325,0,0,0,0,0,0,0,0,10,0,0,197,0,0,0,0,0,0,0,0,0,0,13,23,5169,268,0,15,0,0,803,0,38,0,0,65,0,0,54,12,0,86,0,432,0,0,291,0,0,103,0,0,0,0,0,0,0,0,0,0,110,0,82,8,0,0,0,837,0,1035,8,145,0,0,0,0,0,68,0,5,0,0,28,0,26,0,8,4,0,0,27,0,0,0,31,0,0,0,50,0,0,0,0,3,0,7,0,147,441,0,844,20,590,0,0,0,14,0,1912,58,0,3,0,7,891,32,27,2,0,0,0,11,0,0,0,0,4,0,1666,31,478,0,11,279,403,14,0,0,0,0,127,0,0,0,0,4,62,0,1125,189,127,0,0,32,267,0,0,0,6,0,294,0,3,0,0,5,0
231,231,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN13","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR008AM",0,65,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,123,409,0,0,0,170,43,0,0,0,0,17,0,97,0,0,0,268,1864,48,0,26,0,0,0,0,0,0,0,0,0,215,0,0,732,0,198,211,0,191,0,0,0,0,0,0,0,139,0,80,2110,0,0,0,0,0,0,0,0,0,0,0,116,0,6,0,0,0,0,21,0,0,0,7,15,8620,159,0,12,0,10,1058,0,99,0,0,42,0,0,59,27,0,30,0,352,0,0,389,0,0,726,0,0,0,0,0,0,0,0,0,0,176,0,8,0,0,0,0,1417,0,1473,0,209,0,0,0,0,0,122,0,0,0,0,9,22,42,0,10,0,3,0,27,0,8,0,30,0,0,0,16,0,0,0,0,2,0,0,0,270,1299,150,1114,14,480,0,0,0,13,0,3590,368,0,0,8,0,848,14,17,2,0,0,0,11,0,0,0,0,0,15,1527,193,730,0,15,185,191,0,0,0,0,7,218,2,0,11,0,0,92,0,1487,127,114,0,0,65,177,0,0,0,17,0,195,0,0,0,0,3,0
232,232,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE13","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,36.95,36.1,NA,2,0,"C701","JTMR009DH",7,74,0,12,0,6,766,0,0,0,0,6,0,0,0,0,34,0,0,4,43,560,0,0,0,376,195,4,0,0,0,17,2,149,24,0,0,270,1440,72,0,44,0,0,0,0,0,0,0,0,0,342,10,177,355,0,334,306,0,274,0,0,0,0,0,0,0,836,0,44,1021,0,0,0,0,0,7,0,0,8,0,0,285,8,27,0,0,0,0,24,0,0,8,10,477,4804,326,0,39,0,15,1026,0,140,0,0,171,0,0,122,17,0,74,0,374,6,0,399,0,0,241,0,0,0,0,0,0,0,0,0,0,249,0,97,0,0,0,0,2992,0,1693,6,466,0,0,0,0,0,126,0,20,0,0,28,77,130,0,15,9,0,0,27,0,4,0,60,0,0,0,77,0,0,0,0,8,0,0,0,296,1450,360,1500,23,741,0,0,0,45,0,4465,119,0,3,7,19,1906,34,31,46,0,0,0,49,0,0,0,0,0,0,2605,770,1314,0,49,447,273,22,0,0,0,0,85,6,0,87,3,4,102,0,2999,250,241,0,0,134,381,0,0,0,80,0,635,0,0,0,0,188,0
234,234,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE13","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,39.66,NA,NA,NA,1,0,"C101","JTMR009EF",37,93,0,0,0,8,2119,0,0,0,0,0,17,0,0,0,0,0,0,0,85,997,0,15,0,224,69,4,0,0,0,19,0,156,0,0,0,378,1700,293,0,108,0,0,0,0,0,0,0,0,0,186,0,17,1783,0,604,675,0,427,11,0,0,0,0,0,0,302,0,110,1057,0,6,22,0,0,0,0,11,8,0,0,492,0,16,0,0,0,0,0,0,0,10,9,12,10930,883,0,29,0,41,2650,0,33,0,0,90,0,0,69,141,0,151,0,631,4,0,584,0,0,919,0,0,0,0,8,0,0,0,0,0,310,0,22,0,0,0,0,1358,0,3151,16,282,18,0,0,0,0,124,0,13,0,4,0,9,50,0,6,0,0,0,71,0,0,0,6,0,0,0,165,0,0,0,0,4,0,0,0,409,2194,24,2544,0,288,7,0,0,18,0,4111,299,0,0,40,0,1679,18,22,3,0,0,0,59,0,2,0,0,0,105,3131,137,1449,0,24,617,859,3,0,0,0,3,141,10,0,71,0,0,300,0,3877,525,483,0,0,130,417,0,0,0,31,0,513,0,0,0,0,23,0
237,237,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN13","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR009CS",0,15,0,4,0,5,671,0,0,0,0,0,0,0,0,0,0,0,0,0,11,184,0,0,0,1038,6,0,0,0,0,8,0,27,0,0,0,126,168,26,0,11,0,0,0,0,0,0,0,0,0,21,0,3,455,0,160,96,0,102,0,0,0,0,0,0,0,85,0,1366,303,0,0,3,0,0,0,0,0,4,0,0,143,0,0,0,0,0,0,0,0,0,0,0,8,7220,21,0,12,0,0,753,0,7,0,0,18,0,0,30,131,0,14,0,111,0,0,174,0,0,154,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,534,0,847,0,29,0,0,0,0,0,81,0,0,0,0,0,15,16,0,0,0,2,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,50,573,6,651,0,210,0,0,0,9,0,1379,233,0,0,4,0,386,5,0,0,0,0,0,14,0,0,0,0,0,19,787,0,323,0,13,182,103,0,0,0,0,0,79,0,0,37,0,0,22,0,1146,53,107,0,0,36,85,0,0,0,0,0,78,0,0,0,0,0,0
238,238,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN13","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR009EJ",31,84,0,0,0,0,676,0,0,0,0,0,0,0,0,0,13,0,0,5,70,373,0,0,0,1170,129,22,0,0,0,66,0,60,40,0,0,79,1543,25,0,45,0,0,0,0,0,0,0,0,0,214,0,81,542,0,120,59,0,475,0,0,0,0,0,0,0,149,0,507,1279,0,0,0,0,0,0,0,0,0,0,0,163,0,0,26,0,0,0,0,0,0,0,6,340,5002,185,0,0,0,10,854,0,131,0,0,112,0,0,30,58,0,30,0,209,17,0,267,0,0,63,0,0,0,8,0,0,0,0,0,0,203,0,27,0,0,0,0,5745,0,878,0,269,25,0,0,0,0,176,0,50,0,9,22,27,43,0,14,4,16,0,79,0,9,0,21,0,0,0,23,0,0,0,0,10,0,0,0,169,1567,64,889,10,230,0,0,0,0,0,2449,1132,0,0,0,0,1511,40,19,107,0,9,0,21,11,3,0,0,0,0,1315,254,754,0,12,599,164,0,0,0,0,0,13,43,0,32,0,5,19,0,2366,109,112,0,0,166,310,0,0,0,96,0,187,0,0,0,0,219,0
239,239,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE13","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR008BM",17,75,0,0,0,8,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,121,542,0,0,0,239,77,0,0,0,0,15,0,158,0,0,0,324,885,154,0,37,0,0,0,0,0,0,0,0,0,244,2,0,1011,0,318,126,0,656,0,0,0,0,0,0,0,250,0,0,1668,0,0,3,0,0,3,0,0,0,0,0,305,0,0,0,0,0,0,12,0,0,9,18,3,13609,267,0,42,0,6,2394,0,62,30,0,51,0,0,74,88,0,108,0,783,6,0,561,0,0,398,0,0,0,4,0,0,0,0,0,0,506,0,44,0,0,0,0,2475,0,2843,0,231,15,0,0,0,0,354,0,8,0,6,4,29,55,0,13,0,7,0,44,0,0,0,11,2,0,0,81,0,0,0,0,3,0,0,0,137,1920,24,2081,19,598,0,3,0,16,0,4885,1158,0,0,7,0,1925,13,0,73,0,0,0,5,0,0,0,0,0,31,3424,58,1468,0,52,783,508,0,0,0,0,0,41,4,0,96,0,5,66,0,2563,177,319,0,0,159,503,0,0,0,12,0,369,0,0,0,0,33,0
240,240,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN13","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,34.17,33.35,34.67,33.95,4,1,"C811","JTMR008J",0,275,0,0,0,0,52,0,0,0,0,0,0,0,0,0,25,0,5,0,11,188,0,0,7,540,70,0,0,0,0,15,0,21,0,0,7,92,352,0,0,31,0,0,0,0,0,0,0,0,0,38,0,0,66,0,10,0,0,24,0,0,0,0,0,0,0,118,0,5,422,0,0,0,0,0,0,2,0,0,0,0,52,0,0,0,0,0,0,9,0,0,0,0,7,2021,389,0,14,0,0,414,0,404,33,0,17,0,0,76,37,0,27,0,19,5,0,242,0,0,15,0,0,0,0,0,0,0,0,0,0,133,0,56,0,0,0,2,894,0,265,0,106,0,0,0,0,0,22,0,3,0,0,8,12,16,0,9,10,0,0,7,0,0,0,119,0,0,0,10,0,0,0,0,0,0,0,0,47,875,4,522,0,34,0,0,0,16,0,1082,90,0,0,0,0,416,65,15,46,0,10,0,0,10,0,0,0,0,0,1004,62,459,0,18,960,354,13,0,0,0,0,70,8,0,46,2,0,19,0,1058,70,46,0,0,51,114,0,0,0,5,0,174,0,0,0,0,55,0
241,241,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN13","S","P","N",1,"S06","S06PN1","S06PN1","S06","PN","4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR009DG",4,27,0,10,0,8,1132,0,0,0,0,0,0,0,0,9,66,0,0,29,98,340,0,0,0,307,32,14,0,0,0,55,0,211,8,0,0,235,3122,9,0,16,0,0,0,0,0,0,0,0,0,361,0,19,775,0,98,73,0,299,6,0,0,0,0,0,0,501,0,125,1657,0,0,0,0,0,0,0,0,7,0,0,53,6,3,0,0,5,0,7,0,0,20,12,175,9728,68,0,4,0,0,1345,0,34,56,0,105,0,0,45,7,0,22,0,268,2,0,202,0,0,263,0,0,4,4,0,0,0,0,0,0,275,0,34,0,0,0,0,4211,0,1652,0,276,24,0,0,0,0,185,0,19,0,0,12,23,32,0,14,0,0,0,31,0,0,0,121,0,0,0,35,0,0,0,0,0,0,6,0,244,2269,164,1703,0,206,0,0,0,18,0,3849,699,0,0,11,0,771,7,0,67,0,0,0,23,17,0,0,0,0,0,1756,261,1337,0,25,873,299,0,0,0,0,0,21,0,0,42,0,11,40,0,1549,66,20,0,0,162,132,0,0,0,44,0,285,0,0,0,0,129,0
