"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","0319-6G20","0319-7L14","053A03-B-DI-P58","11-24","211ds20","Abditibacteriales","Acetobacterales","Acholeplasmatales","Acidaminococcales","Acidiferrobacterales","Acidimicrobiales","Acidobacteriae","Acidobacteriales","Actinomarinales","AD3","AKAU4049","Alicyclobacillales","Alphaproteobacteria_Incertae_Sedis","Anaerolineales","Ardenticatenales","Armatimonadales","Azospirillales","B10-SB3A","B12-WMSP1","Babeliales","Bacillales","bacteriap25","Bacteriovoracales","Bacteroidales","Bacteroidetes_VC2.1_Bac22","BD2-11_terrestrial_group","Bdellovibrionales","Berkelbacteria","Blastocatellales","Blfdi19","Bradymonadales","Brevibacillales","Bryobacterales","Burkholderiales","C0119","Caedibacterales","Caldilineales","Campylobacterales","Candidatus_Jorgensenbacteria","Candidatus_Kaiserbacteria","Candidatus_Moranbacteria","Candidatus_Nomurabacteria","Candidatus_Pacebacteria","Candidatus_Peribacteria","Candidatus_Woesebacteria","Candidatus_Yanofskybacteria","Caulobacterales","CCD24","Cellvibrionales","Chitinophagales","Chlamydiales","Chloroflexales","Chloroplast","Christensenellales","Chthoniobacterales","Chthonomonadales","Clostridia","Clostridia_UCG-014","Clostridia_vadinBB60_group","Clostridiales","Competibacterales","Coriobacteriales","Corynebacteriales","Coxiellales","Cyanobacteriales","Cytophagales","Deferribacterales","Defluviicoccales","Deinococcales","Desulfitibacterales","Desulfovibrionales","Diplorickettsiales","Dojkabacteria","Dongiales","DS-100","EC3","Elev-16S-573","Elsterales","Enterobacterales","Entomoplasmatales","Entotheonellales","EPR3968-O8a-Bc78","Erysipelotrichales","Eubacteriales","Euzebyales","Ferrovibrionales","FFCH16767","Fibrobacterales","Fimbriimonadales","Flavobacteriales","Frankiales","Gaiellales","GAL15","Gammaproteobacteria_Incertae_Sedis","Gastranaerophilales","Gemmatales","Gemmatimonadales","Geobacterales","Gitt-GS-136","Glycomycetales","GWA2-38-13b","Haliangiales","Holosporales","Hydrogenedentiales","IMCC26256","Isosphaerales","Izemoplasmatales","JG30-KF-CM66","JTB23","Kallotenuales","Kapabacteriales","Kazania","KD4-96","KI89A_clade","Kiloniellales","Kineosporiales","Ktedonobacterales","Lachnospirales","Lactobacillales","Legionellales","Leptolyngbyales","Limnochordales","Lineage_IIa","Lineage_IIb","Lineage_IIc","Lineage_IV","Longimicrobiales","Marine_Group_II","MB-A2-108","MBNT15","Methanobacteriales","Methylococcales","Micavibrionales","Micrococcales","Microgenomatia","Micromonosporales","Micropepsales","Microtrichales","mle1-27","Monoglobales","MSB-4B10","MVP-88","Mycoplasmatales","Myxococcales","N9D0","Nannocystales","NB1-j","Nitriliruptorales","Nitrosococcales","Nitrososphaerales","Nitrospirales","Obscuribacterales","Oceanospirillales","OLB14","Oligoflexales","OM190","Opitutales","Oscillospirales","Oxyphotobacteria_Incertae_Sedis","P2-11E","Paenibacillales","Paracaedibacterales","Parcubacteria","PB19","Pedosphaerales","Peptococcales","Peptostreptococcales-Tissierellales","Phormidesmiales","Phycisphaerales","Pirellulales","Pla4_lineage","Planctomycetales","PLTA13","Polyangiales","Propionibacteriales","Pseudomonadales","Pseudonocardiales","Puniceispirillales","Pyrinomonadales","R7C24","RBG-13-54-9","RCP2-54","Reyranellales","RF39","Rhizobiales","Rhodobacterales","Rhodospirillales","Rhodothermales","Rickettsiales","Rokubacteriales","Rubrobacterales","S0134_terrestrial_group","S085","Saccharimonadales","Salinisphaerales","SAR202_clade","SAR324_clade(Marine_group_B)","SBR1031","Sericytochromatia","SHA-26","Silvanigrellales","SJA-28","Sneathiellales","Solibacterales","Solirubrobacterales","Sphingobacteriales","Sphingomonadales","Staphylococcales","Steroidobacterales","Streptomycetales","Streptosporangiales","Subgroup_17","Subgroup_2","Subgroup_22","Subgroup_25","Subgroup_5","Subgroup_7","Sumerlaeales","Symbiobacteriales","Tepidisphaerales","Thalassobaculales","Thermoactinomycetales","Thermoanaerobaculales","Thermobaculales","Thermomicrobiales","Tistrellales","TK10","TX1A-33","UA11","uncultured","Unknown","vadinHA49","Vampirovibrionales","Veillonellales-Selenomonadales","Verrucomicrobiales","VHS-B3-70","Vicinamibacterales","Woesearchaeales","WPS-2","WS2","WWE3","Xanthomonadales","Zavarziniales"
417,417,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN15","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR009EB",17,172,0,12,0,0,805,0,0,0,0,0,0,4,0,0,7,0,10,14,95,539,0,0,0,363,286,0,0,0,0,8,0,80,3,0,0,201,367,68,0,24,0,0,0,0,0,0,0,0,0,84,13,0,171,0,114,3,0,238,0,0,0,0,0,0,0,301,0,42,245,0,0,0,0,0,0,0,0,13,0,0,299,0,0,52,0,0,0,18,0,0,7,0,0,8748,941,0,59,0,22,1329,0,156,0,0,25,0,0,119,112,0,60,0,627,11,0,523,0,0,84,0,0,0,0,0,0,0,0,0,0,209,16,258,0,0,0,0,709,0,1140,0,295,0,0,0,0,0,129,0,8,0,0,81,58,49,0,10,0,3,0,10,0,0,0,54,0,0,0,84,0,0,0,0,3,0,0,0,89,745,0,1605,33,765,0,0,0,41,0,3282,100,0,0,0,24,2390,91,35,17,0,15,0,11,0,0,0,0,0,13,3349,0,624,0,101,495,325,26,0,0,0,9,151,0,0,39,3,5,75,0,2701,584,314,0,0,125,511,0,0,0,16,0,527,0,0,6,0,21,0
418,418,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE15","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR009EP",31,42,0,114,0,0,363,0,0,0,0,0,16,0,0,0,32,0,5,2,38,553,0,0,15,1823,182,0,0,0,8,26,0,61,2,0,0,458,774,23,0,32,0,0,0,0,0,0,0,0,0,196,27,0,415,2,171,0,0,293,0,0,0,0,0,0,0,1396,0,0,200,0,0,0,0,0,23,0,88,6,0,0,333,0,15,0,0,0,0,0,0,11,0,42,103,3642,300,0,174,0,49,1717,0,313,15,0,158,0,0,150,158,0,84,0,228,9,0,771,0,0,70,0,13,0,0,0,0,0,0,0,0,346,4,168,0,0,0,2,947,0,2824,41,1469,0,0,0,3,0,202,0,8,4,0,15,77,116,4,26,7,0,0,76,7,0,0,388,0,11,0,228,0,9,0,0,34,0,34,0,451,2883,28,3087,29,1076,0,5,25,123,0,4695,24,33,0,3,0,1091,71,64,124,0,0,0,32,4,0,0,0,0,45,7260,84,1322,0,271,1928,2166,9,0,0,0,6,157,4,0,69,0,69,106,0,3192,202,225,0,0,210,735,0,0,3,33,0,999,0,0,0,0,153,0
419,419,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN15","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR008EU",16,0,0,0,0,3,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,104,288,0,0,0,26,0,17,0,0,0,54,0,193,5,0,0,178,6728,18,0,6,0,0,0,0,0,0,0,0,0,259,0,105,1021,0,111,1104,0,289,3,0,0,0,0,0,7,130,0,210,1874,0,0,16,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,10,19,628,9158,8,0,0,0,0,1125,0,0,0,0,34,0,0,18,0,0,9,0,419,7,0,62,0,0,854,0,100,0,0,3,0,0,0,0,0,44,0,0,0,0,0,0,4141,0,1644,0,125,9,0,0,0,0,242,0,47,0,0,0,9,0,0,7,0,22,0,13,6,0,0,5,0,0,0,12,0,0,0,0,0,0,5,0,331,1470,381,1037,0,79,0,0,0,0,0,2981,536,0,0,77,0,318,4,0,47,0,0,0,18,6,0,0,0,0,0,886,920,1053,0,6,76,188,0,0,0,0,0,10,6,0,16,0,0,7,0,576,101,27,0,0,66,100,0,0,0,38,0,119,0,0,0,0,95,0
420,420,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE15","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,34.42,36.15,35.67,NA,3,1,"S711","JTMR008EH",12,103,0,145,0,13,1988,0,0,0,0,10,6,0,0,0,8,0,0,0,207,382,0,0,0,105,132,8,0,0,0,8,0,233,0,0,0,378,772,133,0,47,0,0,0,0,0,0,0,0,0,239,0,0,977,0,247,32,0,525,16,0,0,0,0,0,0,297,0,49,1028,0,0,0,0,0,0,0,0,7,0,0,239,0,0,0,0,0,0,19,0,6,7,11,15,10556,190,0,36,0,0,1583,0,112,0,0,84,0,0,99,159,0,87,0,759,0,0,623,0,0,479,0,0,0,0,0,0,0,0,0,0,345,36,91,0,0,0,0,1500,0,1706,12,350,15,0,0,0,0,158,0,12,0,0,21,37,49,0,0,0,0,0,42,0,0,0,26,0,0,0,114,0,0,0,0,5,0,0,0,204,1202,0,1755,22,1396,0,0,0,36,0,4258,334,0,3,2,0,1295,26,34,13,0,0,0,12,13,0,0,0,0,34,2852,87,1412,0,47,500,448,0,0,0,0,0,158,0,0,32,0,0,89,0,2278,301,270,0,0,155,381,0,0,0,10,0,537,0,0,20,0,17,0
421,421,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN15","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009U",10,13,0,0,0,0,1101,0,44,0,0,0,0,0,0,0,3,0,0,0,86,616,0,0,0,325,8,0,5349,0,0,40,0,180,6,0,0,155,2920,21,0,44,0,0,0,0,0,0,0,0,0,394,5,54,666,0,89,485,0,331,0,0,3,5,0,0,105,235,0,120,2237,6,0,0,0,61,0,0,0,0,0,0,33,89,0,0,0,137,4,14,0,0,13,7,151,7281,49,0,0,0,5,954,0,4,0,0,148,0,0,28,30,0,11,0,197,0,0,72,0,0,544,0,1769,152,0,0,0,0,0,0,0,367,0,0,0,0,0,0,4679,0,2287,4,240,4,0,0,0,0,226,0,43,0,0,0,0,0,0,15,0,12,0,54,821,0,0,25,0,0,0,11,0,137,0,0,0,0,0,0,363,1711,156,1277,0,47,0,0,0,0,7,3896,1357,10,0,4,0,430,25,6,36,0,0,0,78,5,0,0,0,0,0,942,125,1266,0,58,327,231,0,0,0,0,0,19,26,0,64,0,10,54,0,1501,103,40,0,0,101,112,0,0,0,57,0,114,0,0,0,0,101,0
422,422,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN15","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR008FD",22,106,0,4,0,0,728,0,0,0,0,11,11,0,0,0,0,0,4,0,27,350,0,0,0,123,98,0,0,0,0,10,0,72,0,0,0,252,625,120,0,56,0,0,0,0,0,0,0,0,0,107,5,0,543,0,291,24,0,413,3,0,0,0,0,0,0,259,0,0,586,0,0,0,0,0,0,0,5,6,0,0,326,0,31,0,0,0,0,13,0,3,0,14,17,7218,350,0,24,0,14,1238,0,64,0,0,136,0,0,97,19,0,113,0,391,6,0,630,0,0,324,0,0,19,4,0,0,0,0,0,0,175,2,40,0,0,0,0,784,0,1457,0,184,2,0,0,0,0,87,0,0,0,9,15,0,12,2,0,0,4,0,61,0,0,0,6,0,0,0,154,0,0,0,0,0,0,4,0,166,962,36,1218,17,1502,0,0,0,30,0,2370,95,0,0,4,8,1316,21,25,5,0,0,0,38,0,2,0,0,0,43,2559,85,698,0,16,327,408,31,0,0,0,0,150,0,0,39,0,2,94,0,2320,106,179,0,0,142,448,0,0,0,31,0,590,0,0,0,0,4,0
423,423,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE15","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009DJ",0,358,0,0,0,0,103,0,0,0,0,0,0,0,12,4,13,0,10,2,5,138,0,0,3,2245,96,0,0,0,8,22,0,32,4,0,0,190,1387,15,0,33,0,0,0,0,0,0,0,0,0,173,21,152,255,0,56,0,0,93,0,0,0,0,27,0,0,722,0,0,403,0,15,2,0,0,3,0,57,3,0,0,155,19,0,7,0,0,0,17,0,0,0,0,174,2693,534,0,39,0,8,880,0,721,40,0,51,0,0,62,49,0,56,0,34,4,0,284,5,13,89,0,0,0,12,0,7,0,3,0,0,213,0,149,0,0,0,0,2347,0,1278,37,296,0,0,0,0,0,69,0,0,0,0,8,39,65,2,36,9,6,0,57,0,0,5,193,0,0,2,100,0,5,0,0,5,0,0,0,155,5487,119,1506,0,85,0,0,0,121,0,1433,16,7,0,0,8,946,55,35,54,0,8,0,12,0,0,0,0,0,0,2696,488,418,151,165,4021,1119,6,0,0,0,0,62,33,0,12,0,14,67,0,2793,234,115,0,0,203,307,0,0,0,13,0,478,0,0,9,0,446,0
424,424,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN15","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,34.1,34.11,34.36,37.6,4,1,"C511","JTMR008H",0,0,0,0,0,0,15,88,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,35,5,0,3670,0,0,0,0,0,0,0,0,12,92,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,5,0,0,29,443,6,0,0,358,248,0,0,164,0,0,31,72,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,752,0,0,0,169,0,32,0,10,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,3305,3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,66,0,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,0,0,0,14,0,0,0,34,27,0,0,0,0,0,0,2,67,0,58,0,0,0,0,0,0,43,92,46,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0
425,425,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN15","C","S","N",1,"C05","C05SN1","C05SN1","C05","SN","4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR008EB",5,106,0,50,0,0,920,0,0,0,0,0,2,0,0,0,0,0,0,0,110,260,0,0,2,490,187,0,0,0,0,15,0,129,0,0,0,245,468,148,0,42,0,0,0,0,0,0,0,0,0,81,0,0,476,0,283,54,0,350,0,0,0,0,0,0,0,215,0,619,300,0,0,0,0,0,0,0,0,14,0,0,205,0,0,3,0,0,0,0,0,0,3,0,0,8278,380,0,41,0,15,1752,0,149,5,0,69,0,0,119,157,0,108,0,712,6,0,754,0,0,148,0,0,0,0,0,0,0,0,0,0,274,12,94,0,0,0,0,520,0,1195,8,369,0,0,0,0,0,83,0,0,0,10,49,74,103,3,8,0,0,0,19,0,0,0,40,0,0,0,83,0,0,0,0,7,0,0,0,132,1038,0,1180,19,1384,0,15,0,39,0,2866,219,0,0,0,15,1655,49,46,33,0,2,0,28,0,0,2,0,0,33,3144,28,722,0,45,564,352,5,3,0,0,5,270,0,0,15,0,27,87,0,2109,220,302,0,0,115,464,0,0,0,5,0,610,0,0,0,0,11,0
426,426,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE15","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR009CC",0,24,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,5,0,82,1303,0,0,0,231,29,0,0,0,0,43,0,206,0,0,0,349,946,60,0,78,0,0,0,0,0,0,0,0,0,311,0,41,766,0,85,287,0,380,0,0,0,0,0,0,0,204,2,434,1306,0,0,9,0,0,5,0,0,3,0,0,155,0,10,0,0,0,0,0,0,0,11,4,321,9412,20,0,0,0,19,1140,0,93,0,0,108,0,0,84,28,0,25,0,510,6,0,224,0,0,123,0,0,0,0,0,0,0,2,0,0,526,0,6,0,0,0,0,2370,0,1175,0,400,16,0,0,0,0,313,0,22,0,0,10,74,66,0,20,0,13,0,38,0,34,0,16,0,0,0,18,0,0,0,0,7,0,13,0,227,1161,92,1278,7,222,0,0,0,8,0,3965,610,0,2,3,0,895,10,10,4,0,0,0,28,0,0,0,0,0,0,1366,155,778,0,28,258,191,0,0,0,0,2,77,11,0,54,0,3,80,0,1962,233,200,0,0,169,271,0,0,0,34,0,387,0,0,0,0,42,0
427,427,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE15","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008EJ",3,60,0,9,0,0,686,0,0,0,0,10,0,0,0,0,0,0,3,0,60,147,0,0,0,137,55,0,0,0,0,7,0,97,0,0,0,209,568,55,0,18,0,0,0,0,0,0,0,0,0,40,0,0,288,0,230,82,0,207,6,0,0,0,0,0,0,177,0,1,395,0,0,0,0,0,0,0,0,0,0,0,171,0,6,0,0,0,0,11,0,0,12,5,32,4711,158,0,26,0,47,930,0,72,0,0,107,0,0,91,92,0,46,0,349,12,0,477,0,0,495,0,0,0,0,7,0,0,0,0,0,216,15,30,0,0,0,0,781,0,1394,6,173,0,0,9,0,0,52,0,9,0,8,8,37,44,0,5,2,0,0,35,0,0,0,51,0,0,0,85,0,0,0,0,2,0,10,0,126,1331,10,980,18,934,0,0,0,37,0,1966,29,3,0,12,0,893,15,20,41,0,0,0,34,0,0,0,0,0,19,2041,301,740,0,23,236,304,0,0,0,0,0,264,8,0,29,0,11,125,0,1607,107,210,0,0,65,187,0,0,0,14,0,446,0,0,4,0,3,0
429,429,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE15","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR008DG",15,389,0,0,0,0,245,0,0,0,0,0,0,0,0,5,15,0,0,0,42,542,0,0,0,810,89,14,0,0,11,44,0,68,16,0,0,236,1060,12,0,60,0,0,0,0,0,0,0,0,0,270,11,31,239,0,76,26,0,176,0,0,0,0,0,0,0,338,0,0,661,0,0,8,0,0,0,0,31,6,0,0,155,0,0,0,0,0,0,27,0,3,14,6,44,4088,1095,0,55,0,5,1074,0,574,9,0,72,0,0,130,40,0,25,0,174,19,0,508,0,0,38,0,0,0,7,0,0,0,0,0,0,336,17,313,0,0,0,0,2016,0,622,0,321,0,0,0,0,0,135,0,5,0,9,29,15,66,0,15,10,0,0,23,0,0,0,140,0,0,0,140,0,0,0,0,11,0,0,0,160,1597,10,980,18,370,0,0,0,52,0,2798,106,0,3,2,6,681,180,23,53,0,0,0,15,5,0,0,0,0,15,2130,257,951,0,59,1153,384,32,0,0,0,0,152,7,0,49,8,25,60,0,1751,202,89,0,0,151,285,0,0,0,47,0,807,0,0,7,0,92,0
430,430,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE15","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009M",0,97,0,55,0,3,553,0,0,0,0,0,7,0,0,0,0,0,2,4,104,457,0,0,0,252,217,5,0,0,0,11,0,57,0,0,0,239,364,152,0,23,0,0,0,0,0,0,0,0,0,102,0,4,179,0,133,22,0,51,5,0,0,0,0,0,0,275,0,0,172,0,0,3,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,7,0,0,0,6,11,5960,355,0,14,0,6,1173,0,137,0,0,60,0,4,121,144,0,166,0,528,0,0,522,0,0,120,0,0,0,0,0,0,0,0,0,2,169,5,113,4,0,0,0,638,0,1127,3,245,0,0,0,0,0,94,0,0,0,0,68,71,45,0,0,0,0,0,0,0,0,0,39,0,0,0,61,0,0,0,0,0,0,0,0,102,737,4,1240,17,1014,0,4,0,36,0,2054,31,0,0,0,8,2164,26,32,11,0,0,0,4,4,0,0,0,0,19,2287,26,668,0,12,140,314,6,0,0,0,0,121,0,0,46,0,5,131,0,2134,325,281,0,0,65,349,0,0,0,6,0,489,0,0,0,0,18,0
431,431,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN15","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR009BZ",28,166,0,87,0,9,1422,0,0,2,11,0,4,0,0,0,0,0,8,0,77,545,0,0,0,525,346,0,0,0,0,22,0,107,6,0,0,465,902,92,0,26,0,0,0,0,0,0,2,0,0,149,0,5,770,0,298,228,0,325,0,0,0,0,0,0,0,289,0,390,733,0,0,0,0,0,0,0,0,10,0,0,366,0,0,0,0,0,0,17,0,0,9,9,12,10142,565,0,40,0,34,2220,0,154,6,0,149,0,0,169,350,0,146,0,636,0,0,806,0,0,344,0,0,0,0,0,0,0,0,0,0,454,25,66,0,0,0,0,1287,0,2359,0,378,11,0,10,0,0,152,0,0,0,0,93,112,100,0,14,0,0,0,35,0,6,3,84,0,0,0,102,0,0,0,0,8,0,10,0,207,1713,11,1674,23,1034,0,4,0,32,0,3995,369,0,0,6,15,2110,46,55,16,0,0,0,49,0,3,0,0,0,71,3569,30,847,0,12,266,362,16,0,0,0,7,225,6,0,48,0,0,392,0,2408,355,302,0,0,289,712,0,2,0,10,0,639,0,0,6,0,3,0
432,432,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE15","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR008DQ",27,212,0,4,0,4,411,0,0,0,0,0,0,0,0,14,0,0,8,7,39,879,0,0,0,848,233,0,0,0,5,23,2,101,0,0,0,253,543,172,0,44,0,0,0,0,0,0,0,0,0,68,6,5,192,0,211,30,0,173,0,0,0,0,0,0,0,298,0,0,433,0,0,6,0,0,0,0,0,10,0,0,186,0,0,12,0,0,0,30,0,0,56,0,6,4116,1092,0,44,0,9,1403,0,351,19,0,78,0,0,171,0,0,101,0,439,10,0,518,0,0,58,0,0,0,0,0,0,0,0,0,0,256,35,205,5,0,0,0,1149,0,705,0,277,4,0,0,0,0,137,0,14,0,0,94,135,96,0,20,13,10,0,22,0,0,6,209,0,0,0,107,0,0,0,0,0,0,0,0,215,891,0,984,48,619,0,0,0,27,0,2736,56,5,3,6,18,2620,109,53,12,0,3,0,18,11,0,0,0,0,11,2785,183,677,0,30,728,177,53,0,0,0,0,196,4,0,43,6,7,59,0,2682,317,250,0,0,193,497,0,0,0,11,7,689,0,0,10,0,93,0
434,434,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE15","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009A",0,41,0,0,0,0,496,0,0,0,0,0,5,0,0,0,0,0,0,0,20,293,0,4,0,112,15,0,0,0,0,12,0,29,0,0,0,174,518,74,0,25,0,0,0,0,0,0,0,0,0,66,0,0,529,0,137,10,0,31,4,0,0,0,0,0,0,163,0,225,205,0,5,3,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,9,5,12,5352,359,0,0,0,0,962,0,18,23,0,32,0,0,72,63,0,88,0,272,0,0,303,0,0,552,0,0,0,0,0,0,0,0,0,0,116,0,5,0,0,0,0,859,0,789,7,101,0,0,0,0,0,78,0,0,0,0,11,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1567,40,711,0,56,0,0,0,5,0,1478,177,0,0,0,0,1317,5,6,0,0,0,0,0,0,0,0,0,0,40,1078,20,401,0,17,490,393,0,0,0,0,0,24,10,0,46,0,0,58,0,2491,168,252,0,0,34,119,0,0,0,0,0,124,0,0,0,0,30,0
437,437,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN15","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR008AW",4,94,0,18,0,6,1319,0,0,0,0,0,2,0,0,0,0,0,0,7,19,306,0,0,0,29,87,0,0,0,7,0,0,164,0,0,0,353,806,152,0,54,0,0,0,0,0,0,0,0,0,149,0,0,837,0,370,96,0,484,0,0,0,0,4,0,0,228,0,724,545,0,0,3,0,0,0,0,4,6,0,0,365,0,4,4,0,0,0,11,0,5,10,7,28,12061,345,0,45,0,7,2111,3,56,0,0,75,0,0,86,241,0,73,0,581,5,0,690,0,0,247,0,0,0,0,0,0,0,0,0,0,327,5,18,0,0,0,0,816,0,1950,10,389,0,0,0,0,0,109,0,12,0,7,55,33,68,0,12,0,0,0,47,0,21,0,26,3,0,0,128,0,0,0,0,12,0,6,0,217,2248,33,1692,8,896,0,0,0,55,0,3508,417,0,0,9,0,1920,21,0,37,0,0,0,41,0,0,0,0,0,77,3079,16,1090,0,67,286,409,11,0,0,0,0,132,16,0,33,0,4,81,0,2286,167,294,0,0,135,440,0,0,0,14,0,596,0,0,0,0,32,0
438,438,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN15","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR009EH",27,30,0,8,0,4,746,0,0,0,0,0,0,0,0,0,0,0,2,0,69,472,0,0,0,524,85,17,0,0,0,34,0,103,10,0,0,163,1542,33,0,45,0,0,0,0,0,0,0,0,0,160,0,113,522,0,185,54,0,440,0,0,0,0,0,0,0,101,0,466,1043,0,0,10,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,41,0,0,18,18,217,7747,69,0,0,0,16,1037,0,25,0,0,87,0,0,42,31,0,46,0,406,7,0,210,0,0,138,0,0,0,6,0,0,0,0,0,0,217,0,13,0,0,0,0,4031,0,1096,0,226,8,0,0,0,0,166,0,13,0,0,0,14,24,0,13,0,23,0,53,0,0,0,0,0,0,0,51,0,0,0,0,6,0,5,0,174,1849,118,1025,10,217,0,0,0,5,0,2931,1035,0,0,0,0,993,14,0,5,0,0,0,25,15,0,0,0,0,0,1497,159,724,0,16,303,186,0,0,0,0,0,29,44,0,50,0,2,46,0,1959,71,74,0,0,133,198,0,0,0,78,0,205,0,0,0,0,89,0
