"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Abditibacteria","Acidimicrobiia","Acidobacteriae","Actinobacteria","AD3","AKAU4049","Alphaproteobacteria","Anaerolineae","Armatimonadia","Babeliae","Bacilli","bacteriap25","Bacteroidia","BD2-11_terrestrial_group","Bdellovibrionia","Berkelbacteria","Blastocatellia","Campylobacteria","Chlamydiae","Chloroflexia","Chthonomonadetes","Clostridia","Coriobacteriia","Cyanobacteriia","Deferribacteres","Dehalococcoidia","Deinococci","Desulfovibrionia","Desulfuromonadia","Dojkabacteria","Elusimicrobia","Entotheonellia","Fibrobacteria","Fimbriimonadia","GAL15","Gammaproteobacteria","Gemmatimonadetes","Gitt-GS-136","Gracilibacteria","Holophagae","Hydrogenedentia","JG30-KF-CM66","Kapabacteria","Kazania","KD4-96","Ktedonobacteria","Limnochordia","Lineage_IIa","Lineage_IIb","Lineage_IIc","Longimicrobia","MB-A2-108","MBNT15","Methanobacteria","Methylomirabilia","Microgenomatia","Moorellia","Myxococcia","N9D0","Nanoarchaeia","NB1-j","Negativicutes","Nitrososphaeria","Nitrospiria","OLB14","Oligoflexia","OM190","P2-11E","Parcubacteria","Phycisphaerae","Pla4_lineage","Planctomycetes","Polyangia","RCP2-54","Rhodothermia","Rubrobacteria","S0134_terrestrial_group","Saccharimonadia","SAR324_clade(Marine_group_B)","Sericytochromatia","SHA-26","SJA-28","Subgroup_22","Subgroup_25","Subgroup_5","Sumerlaeia","Symbiobacteriia","Thermoanaerobaculia","Thermoleophilia","Thermoplasmata","TK10","TX1A-33","uncultured","unspecified_Actinobacteriota","unspecified_Archaea","unspecified_Bacteria","unspecified_Chloroflexi","unspecified_Firmicutes","unspecified_Gemmatimonadota","unspecified_Myxococcota","unspecified_Patescibacteria","unspecified_Planctomycetota","unspecified_Unassigned","vadinHA49","Vampirivibrionia","Verrucomicrobiae","Vicinamibacteria","WPS-2","WS2","WWE3"
95,95,"4/22/2021 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN11",1,1,1,NA,NA,65,NA,"S","P","N",1,"S02","S02PN1","S02SN1","S02","PN",0,0,NA,NA,62,NA,"2021-04-22 09:49:00",9,49,9.81666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR009BA",5,791,171,24589,0,8,7851,30,56,10,929,40,2723,8,79,0,157,0,0,2031,0,26,0,700,0,21,6,0,0,0,0,0,15,4,0,2136,1142,416,0,99,0,48,3,0,367,23,0,0,3,0,800,181,3,0,11,0,0,396,0,0,0,0,13,39,2,0,0,0,0,73,0,90,276,0,4,671,137,51,2,23,0,0,0,0,0,61,0,39,2901,0,113,0,0,0,0,40,22,0,30,0,0,0,0,0,4,589,532,6,2,0
96,96,"4/22/2021 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN11",1,1,1,NA,NA,64,NA,"S","S","N",1,"S02","S02SN1","S02PN1","S02","SN",0,1,NA,NA,64,NA,"2021-04-22 09:55:00",9,55,9.91666666666667,"Spring",NA,NA,NA,NA,34.19,36.24,36.65,3,1,"S211","JTMR009DS",4,1418,274,26876,0,0,10660,145,67,0,2278,56,1996,17,61,0,683,0,0,4661,0,0,0,99,0,56,9,0,0,0,0,0,49,12,0,1950,2144,459,7,607,0,101,32,0,706,132,0,0,0,0,548,154,0,0,0,0,0,298,0,3,5,0,98,97,8,41,0,2,0,92,0,125,725,0,11,1293,130,93,0,13,0,0,0,0,0,7,0,115,4410,111,288,0,12,0,0,12,58,0,49,0,0,0,0,0,2,372,1031,5,11,0
101,101,"4/19/2021 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN12",2,1,1,6.4,1.186,91,7,"S","S","E",1,"S07","S07SE1","S07SN1","S07","SE",1,1,6.4,1.186,90,7,"2021-04-19 16:55:00",16,55,16.9166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR009CN",5,674,245,15325,0,6,5001,41,92,0,139,128,762,0,14,0,1327,0,0,1835,3,0,0,507,0,0,0,0,0,0,0,13,5,12,0,574,1223,18,0,44,0,16,5,0,394,119,0,7,0,0,111,163,0,0,14,0,0,146,0,0,0,0,0,37,0,18,0,0,0,6,0,100,141,0,0,939,35,25,0,0,0,0,0,0,0,7,0,61,2711,30,263,0,2,18,0,95,86,0,0,0,0,0,0,0,0,546,417,0,0,0
102,102,"4/19/2021 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE12",2,1,2,5.8,1.171,86,7,"S","P","E",1,"S07","S07PE1","S07PE1","S07","PE",1,1,6.2,1.181,87,7,"2021-04-19 17:05:00",17,5,17.0833333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR008EV",0,209,110,10688,0,0,3700,31,75,0,135,31,2315,0,25,0,152,0,0,807,0,0,0,513,0,0,13,0,0,0,0,0,0,16,0,2625,475,11,0,13,0,8,0,0,75,0,0,0,0,0,67,0,0,0,0,0,0,65,0,0,0,0,0,6,0,0,0,0,0,0,0,19,189,0,0,301,0,6,0,0,0,0,0,0,0,0,0,3,668,0,20,0,0,0,0,0,15,0,0,0,0,0,0,0,0,328,97,0,0,0
103,103,"4/19/2021 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE12",2,1,3,7.9,1.215,80,8,"S","P","E",1,"S08","S08PE1","S08PE1","S08","PE",1,3,5.8,1.176,73,8,"2021-04-19 11:10:00",11,10,11.1666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR008C",0,436,104,8911,0,0,4598,32,41,0,207,129,1258,0,43,0,357,0,0,1879,0,0,0,106,0,26,0,0,0,0,0,0,9,3,0,1017,702,136,0,58,0,41,0,0,320,18,0,0,0,0,187,148,0,0,15,0,0,91,0,0,0,0,10,31,0,3,0,7,0,53,0,91,115,0,0,1014,18,27,0,4,0,0,0,0,0,0,0,137,1696,0,142,0,6,0,0,0,13,0,13,0,0,0,0,0,0,112,308,0,0,0
104,104,"4/19/2021 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE12",2,1,3,9.8,1.251,74,8,"S","S","E",1,"S08","S08SE1","S08SE1","S08","SE",1,3,10.7,1.275,73,8,"2021-04-19 11:39:00",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR008CF",0,681,252,13091,0,0,6744,103,150,0,315,155,1015,0,0,0,1119,0,0,2918,0,0,0,5,0,28,0,0,0,0,0,38,12,16,0,601,957,151,0,169,4,72,0,0,392,42,0,0,0,0,397,137,0,0,11,0,0,268,0,0,0,0,53,29,0,25,0,0,0,39,0,106,282,0,6,1351,50,21,0,9,0,0,3,0,0,3,0,46,2363,19,129,0,0,7,0,49,62,3,10,0,0,0,0,0,0,476,655,0,0,2
106,106,"4/19/2021 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE12",2,0,0,4.7,1.154,91,NA,"S","S","E",1,"S10","S10SE1","S10SE1","S10","SE",0,0,4.7,1.154,95,NA,"2021-04-19 14:38:00",14,38,14.6333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR009EA",9,378,236,15794,0,0,5927,0,168,0,52,61,1891,0,54,0,448,0,0,1653,6,0,0,899,0,7,0,0,0,0,0,0,0,7,0,489,1565,15,0,202,0,51,6,0,244,161,0,0,0,0,252,41,0,0,9,0,0,353,0,0,0,0,27,7,0,0,0,0,0,24,0,71,152,0,0,1184,10,0,0,0,0,0,0,0,0,7,0,8,1504,11,147,0,2,0,0,34,80,0,0,0,0,0,0,0,0,220,171,2,0,0
109,109,"4/19/2021 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN12",2,2,1,4.2,1.146,8,NA,"S","P","N",1,"S10","S10PN1","S10PN1","S10","PN",2,1,5.3,1.171,80,NA,"2021-04-19 14:08:00",14,8,14.1333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR008BW",0,487,258,16790,0,0,8440,28,94,4,388,70,2204,0,36,0,753,0,0,2111,3,0,0,37,0,0,10,0,0,0,0,0,0,10,0,1761,1384,45,0,29,0,21,0,0,453,106,0,0,0,0,212,41,0,0,8,0,0,116,0,0,0,0,49,16,0,7,0,0,0,26,0,56,197,0,0,1837,0,10,0,0,0,0,0,0,0,7,0,87,2187,0,116,0,6,5,0,20,20,0,0,0,0,0,0,0,0,302,217,0,0,0
110,110,"4/19/2021 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN12",2,2,1,7.7,1.214,79,NA,"S","S","N",1,"S10","S10SN1","S10SN1","S10","SN",2,1,6.9,1.202,81,NA,"2021-04-19 14:26:00",14,26,14.4333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR009EL",4,701,223,16912,0,0,5646,56,110,0,343,68,1667,0,19,0,1091,0,0,2876,5,0,0,212,0,23,0,0,0,0,0,0,7,21,0,794,2197,25,0,287,0,35,10,0,743,329,0,0,0,0,129,94,0,0,9,0,0,30,0,0,0,0,37,36,0,12,0,0,0,0,0,162,152,0,0,1868,34,19,0,0,0,0,0,0,0,0,0,13,3223,11,365,0,8,0,0,93,108,0,0,0,0,0,0,0,0,427,389,3,10,0
111,111,"4/19/2021 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN12",2,1,2,3.6,1.131,88,NA,"S","P","N",1,"S09","S09PN1","S09PN1","S09","PN",1,2,2.9,1.116,89,NA,"2021-04-19 12:34:00",12,34,12.5666666666667,"Spring",NA,NA,NA,34.57,36.27,NA,NA,2,0,"S911","JTMR009CB",0,611,469,17149,0,0,7402,42,75,3,672,139,932,0,0,2,620,0,0,2227,6,0,0,773,0,0,0,0,0,0,0,0,13,26,0,1280,1623,38,0,28,0,56,2,0,525,31,0,0,0,0,200,117,0,0,6,0,0,200,0,0,0,14,108,65,0,21,0,0,0,35,0,17,161,0,0,2106,11,20,0,0,0,0,0,0,0,0,0,77,3750,0,208,0,0,11,0,0,23,0,0,0,0,0,0,0,0,171,433,0,0,0
112,112,"4/19/2021 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN12",2,1,1,5.3,1.166,73,NA,"S","S","N",1,"S09","S09SN1","S09SN1","S09","SN",1,1,4.9,1.162,76,NA,"2021-04-19 12:49:00",12,49,12.8166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR009FD",0,567,172,16255,0,0,5705,78,100,0,496,51,1609,9,27,0,687,0,0,1495,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,1369,1120,32,0,66,8,10,9,0,312,38,0,0,0,0,333,55,0,0,0,0,0,175,0,0,0,0,7,26,0,2,0,0,0,50,0,130,414,0,0,580,25,59,0,5,0,0,0,0,0,18,0,128,1995,0,96,0,0,0,0,13,0,0,3,0,0,0,0,0,0,383,366,2,4,0
113,113,"4/19/2021 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE12",2,1,2,3.5,1.129,73,NA,"S","P","E",1,"S09","S09PE1","S09PE1","S09","PE",1,2,2.9,1.117,73,NA,"2021-04-19 12:59:00",12,59,12.9833333333333,"Spring",NA,NA,NA,32.27,33.37,33.12,33.41,4,1,"S901","JTMR009EC",9,1043,339,15611,0,0,7459,141,70,0,976,108,1480,10,12,3,895,0,0,2802,9,9,0,14,0,30,5,0,0,0,0,0,4,21,0,1190,1713,169,0,225,6,63,15,0,708,92,0,0,0,0,665,85,0,0,0,0,0,207,0,0,0,0,37,90,4,31,0,0,11,34,0,182,420,0,0,1008,33,119,0,0,0,0,0,0,9,7,0,312,3399,28,214,0,5,0,0,50,25,0,0,0,0,0,0,0,0,569,766,0,6,0
114,114,"4/19/2021 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE12",2,1,2,6.7,1.194,80,NA,"S","S","E",1,"S09","S09SE1","S09SE1","S09","SE",1,2,6.3,1.19,80,NA,"2021-04-19 13:07:00",13,7,13.1166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR009DC",5,999,515,14883,0,6,5880,51,67,0,1683,193,839,0,3,0,1690,0,0,2469,0,0,0,0,0,31,4,0,4,0,0,9,0,8,0,802,2085,52,0,160,0,82,18,0,813,172,0,0,5,0,387,169,0,0,17,0,0,228,0,0,0,0,83,93,0,16,0,3,0,60,0,298,336,2,0,2882,50,13,0,0,8,0,0,0,0,10,0,20,4848,21,501,0,4,0,0,115,58,0,0,0,2,0,0,0,9,426,698,0,0,0
116,116,"4/19/2021 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN12",2,2,1,5.4,1.171,73,9,"S","P","N",1,"S08","S08PN1","S08PN1","S08","PN",2,1,4.4,1.149,77,9,"2021-04-19 10:20:00",10,20,10.3333333333333,"Spring",NA,NA,NA,36.56,36.02,36.99,36.33,4,1,"S811","JTMR009FA",0,608,114,16227,0,0,6916,33,82,0,537,19,1952,0,29,0,187,0,0,2135,0,0,0,172,0,0,0,0,0,0,0,3,11,0,0,1695,985,73,0,36,0,0,4,0,136,19,0,0,0,0,278,19,0,0,0,0,0,206,0,0,0,0,12,37,0,23,0,0,0,45,0,55,285,0,0,928,25,32,0,3,0,0,0,0,0,20,0,19,1351,0,72,0,0,0,0,0,33,0,0,0,0,0,0,0,0,536,241,0,0,0
117,117,"4/19/2021 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN12",2,1,1,5.3,1.169,74,8,"S","S","N",1,"S08","S08SN1","S08SN1","S08","SN",1,1,5.3,1.169,73,8,"2021-04-19 10:42:00",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR009BT",0,853,157,17223,0,0,8076,53,93,3,484,178,993,0,25,0,524,0,0,2877,0,0,0,8,0,13,0,0,0,0,0,57,8,0,0,923,1178,199,0,134,0,78,0,0,501,76,0,0,0,0,454,215,33,0,16,0,0,108,0,0,0,0,95,63,0,14,0,3,0,42,0,187,200,0,15,1662,47,39,0,4,0,0,0,0,0,0,0,110,3294,15,334,0,0,0,0,22,55,0,0,0,0,0,0,0,2,167,613,4,0,0
118,118,"4/19/2021 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE12",2,1,1,2.9,1.117,76,NA,"S","P","E",1,"S10","S10PE1","S10PE1","S10","PE",1,1,2.9,1.117,79,NA,"2021-04-19 14:38:00",14,38,14.6333333333333,"Spring",NA,NA,NA,NA,39.46,NA,NA,1,0,"S1001","JTMR008N",0,913,256,18306,0,0,5850,58,0,5,2269,68,752,8,9,0,112,0,0,3041,0,85,0,0,0,47,0,0,0,0,0,0,0,0,0,1208,763,461,0,71,0,142,0,0,217,11,0,0,0,0,93,14,0,0,0,0,0,57,0,0,0,0,82,72,10,0,0,0,0,24,0,143,470,0,1,154,58,82,0,0,0,0,0,0,5,15,0,9,4173,0,113,0,10,0,0,10,17,0,20,0,0,0,0,0,0,126,799,0,6,0
119,119,"4/19/2021 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN12",2,0,0,3.2,1.121,77,7,"S","P","N",1,"S07","S07PN1","S07PN1","S07","PN",0,0,2.8,1.111,80,7,"2021-04-19 15:52:00",15,52,15.8666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR008U",10,360,219,17403,0,0,6997,49,107,0,178,0,3021,0,81,0,285,0,0,1200,13,0,0,830,0,0,10,0,0,0,0,0,19,0,0,1941,1479,6,0,225,0,9,12,0,92,27,0,0,0,0,176,0,0,0,0,0,0,138,0,0,0,0,7,7,0,49,0,0,0,83,0,4,701,0,5,354,0,57,0,12,0,0,0,0,0,8,0,0,884,0,27,0,0,0,0,0,10,0,0,0,0,0,0,0,0,316,165,0,0,0
120,120,"4/19/2021 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE12",2,0,0,2.5,1.105,79,7,"S","S","N",1,"S07","S07SN1","S07SE1","S07","SN",0,0,7.8,1.212,82,7,"2021-04-19 16:10:00",16,10,16.1666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR009F",6,666,260,9853,0,0,4214,20,160,0,213,141,809,0,10,0,1298,0,0,1898,2,0,0,10,0,0,0,0,0,0,0,0,10,0,0,526,1149,26,0,86,0,97,3,0,529,223,0,0,0,0,128,146,0,0,7,0,0,110,0,0,0,0,9,34,0,3,0,0,0,137,0,300,148,0,0,1701,16,8,0,0,0,0,0,0,0,0,0,177,2366,7,278,0,9,15,0,35,65,0,0,0,0,0,0,0,0,110,358,3,0,0
121,121,"4/20/2021 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN12",2,1,1,4.7,1.157,67,NA,"C","P","N",1,"C01","C01PN1","C01PN1","C01","PN",1,1,6.1,1.182,67,NA,"2021-04-20 08:54:00",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR008CW",0,506,225,23596,0,0,11099,64,148,0,1819,22,5182,0,51,0,387,0,0,2941,0,19,0,8475,0,0,25,0,0,0,0,0,7,6,0,4594,1832,41,0,28,0,35,4,0,192,60,0,0,0,0,374,4,0,0,0,0,0,506,0,0,0,0,0,30,0,47,0,0,0,171,0,133,368,0,0,951,14,35,0,15,0,0,0,0,0,54,0,28,1477,0,94,0,8,0,0,7,18,0,0,0,0,0,0,0,0,421,129,0,0,0
122,122,"4/20/2021 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN12",2,1,1,7.8,1.213,72,NA,"C","S","N",1,"C01","C01SN1","C01SN1","C01","SN",1,1,8.7,1.229,71,NA,"2021-04-20 09:19:00",9,19,9.31666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009FF",0,1413,574,25041,0,0,10728,107,77,4,522,135,2293,0,57,0,1630,0,0,5658,8,0,0,34,0,41,0,0,0,0,0,0,0,0,0,1590,2880,128,0,323,2,130,18,0,1148,106,0,0,0,0,350,21,0,0,20,0,0,207,0,0,0,0,23,72,0,0,0,0,0,110,0,280,432,0,0,3078,72,36,0,9,2,0,0,0,10,6,0,120,6218,0,429,0,17,6,0,143,164,0,0,0,0,0,0,0,4,961,954,0,14,0
123,123,"4/20/2021 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE12",2,1,1,6.5,1.188,65,NA,"C","P","E",1,"C01","C01PE1","C01PE1","C01","PE",1,1,8.6,1.233,66,NA,"2021-04-20 09:36:00",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR008BF",0,806,497,19036,0,5,7609,112,10,0,1392,83,1958,7,53,0,113,0,0,3654,6,30,0,104,0,113,27,0,0,0,0,0,41,14,0,3793,1674,752,0,135,0,50,10,0,827,128,5,6,0,0,765,128,0,0,6,0,0,91,0,0,0,0,60,43,39,31,0,2,14,17,0,223,397,3,19,1273,146,57,0,3,9,0,0,0,0,27,0,123,4416,8,175,0,14,0,0,32,26,0,73,0,3,0,4,0,4,689,782,0,0,0
124,124,"4/20/2021 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN12",2,1,1,2.8,1.114,71,NA,"C","P","N",1,"C05","C05PN1","C05PN1","C05","PN",1,1,2.7,1.112,73,NA,"2021-04-20 11:58:00",11,58,11.9666666666667,"Spring",NA,NA,NA,NA,NA,NA,39.31,1,0,"C511","JTMR009BG",0,385,176,11101,0,0,5070,56,45,0,353,23,1242,0,14,0,236,0,0,1620,0,0,0,2360,0,21,0,0,0,0,0,0,6,0,0,1061,661,145,0,49,0,10,0,0,257,31,0,0,0,0,161,36,0,0,0,0,0,121,0,0,0,0,0,32,0,7,0,0,0,62,0,32,86,0,0,361,11,17,0,0,0,0,0,0,0,12,0,60,1204,0,38,0,4,0,0,0,21,0,16,0,0,0,0,0,0,193,182,0,4,0
125,125,"4/20/2021 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN12",2,0,0,6.7,1.194,70,NA,"C","S","N",1,"C05","C05SN1","C05SN1","C05","SN",0,0,5.4,1.172,70,NA,"2021-04-20 12:07:00",12,7,12.1166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR009AC",6,1341,382,22354,0,0,9398,72,45,0,1043,160,1491,16,10,0,1126,0,0,4441,0,0,0,1405,0,66,4,0,0,0,0,0,4,7,0,1045,2458,225,4,293,0,183,0,0,737,222,0,0,0,0,316,172,0,0,5,0,0,143,0,0,0,0,72,108,0,12,0,0,15,87,0,167,314,0,0,2936,61,33,0,0,0,0,0,0,0,9,0,136,5273,5,536,0,12,9,0,34,133,0,0,0,2,0,0,0,0,568,714,0,0,0
126,126,"4/20/2021 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE12",2,1,2,1.6,1.085,73,NA,"C","P","E",1,"C05","C05PE1","C05PE1","C05","PE",1,2,2.95,1.119,73,NA,"2021-04-20 12:18:00",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008CX",0,231,74,8789,0,0,1798,6,14,0,72,0,125,0,0,0,93,0,0,1503,0,0,0,611,0,0,3,0,0,0,0,0,0,0,0,89,421,10,0,18,0,22,0,0,74,9,0,0,0,0,83,6,3,0,0,0,0,19,0,0,0,0,0,7,0,0,0,0,0,15,0,0,11,0,0,183,4,0,0,0,0,0,0,0,0,0,0,29,536,0,51,0,0,3,0,0,6,0,0,0,0,0,0,0,0,6,145,0,0,0
127,127,"4/20/2021 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE12",2,1,2,5.2,1.169,70,NA,"C","S","E",1,"C05","C05SE1","C05SE1","C05","SE",1,2,5.8,1.181,74,NA,"2021-04-20 12:30:00",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR009DX",11,1114,538,22798,0,0,10575,175,53,0,374,92,2490,0,11,0,1142,0,0,2979,3,0,0,77,0,28,0,0,0,0,2,0,4,10,0,1662,1523,170,0,288,8,66,19,0,606,138,0,0,0,0,379,54,0,0,8,0,0,136,0,0,0,0,58,73,0,23,0,0,0,60,0,200,525,0,9,1182,48,104,0,0,0,0,0,0,0,0,0,200,4017,5,262,0,3,0,0,67,27,0,0,0,0,0,0,0,0,430,661,0,0,0
129,129,"4/20/2021 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE12",2,1,2,NA,NA,76,NA,"C","P","E",1,"C08","C08PE1","C08PE1","C08","PE",1,2,NA,NA,76,NA,"2021-04-20 15:06:00",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009BD",0,1054,330,17779,0,0,10487,278,90,0,813,109,3628,0,74,0,383,0,0,2319,5,15,0,32,0,6,12,0,5,4,0,0,33,12,0,2968,1475,198,0,115,0,27,7,0,235,0,0,0,0,0,482,64,0,0,0,0,0,272,0,0,0,0,20,65,12,57,0,0,0,57,0,145,737,0,0,642,45,251,0,24,0,0,0,0,0,5,0,265,2248,3,29,0,0,0,0,15,11,0,8,0,0,0,0,0,0,803,396,0,0,0
130,130,"4/20/2021 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE12",2,1,1,NA,NA,80,NA,"C","S","E",1,"C08","C08SE1","C08SE1","C08","SE",1,1,NA,NA,80,NA,"2021-04-20 15:12:00",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR008P",0,1010,246,9028,0,0,4754,58,85,0,776,337,751,0,13,0,991,0,0,2969,4,0,0,6,0,92,0,0,0,0,0,33,0,11,0,859,1194,264,0,151,0,166,22,0,629,98,0,0,0,0,297,264,0,0,11,0,0,115,0,0,0,0,54,69,0,5,0,4,0,12,0,124,242,0,0,2306,117,31,0,0,0,0,0,0,0,0,0,145,3812,27,266,0,0,9,0,135,68,0,14,0,0,0,0,0,0,297,644,0,0,0
131,131,"4/20/2021 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN12",2,0,0,NA,NA,84,NA,"C","S","N",1,"C07","C07SN1","C07SN1","C07","SN",0,0,NA,NA,86,NA,"2021-04-20 16:02:00",16,2,16.0333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR008EL",5,711,337,15731,0,0,7077,83,114,0,208,28,1654,0,12,0,730,0,0,2611,0,0,0,338,0,13,7,0,0,0,0,0,9,7,0,578,1191,209,0,165,0,68,12,0,421,56,0,0,0,0,431,7,0,0,0,0,0,88,0,0,0,0,101,47,0,0,0,0,0,69,0,137,250,0,0,785,21,12,0,0,0,0,0,0,0,10,0,43,2203,6,233,0,4,0,0,17,38,0,0,0,0,0,0,0,0,405,506,0,0,0
132,132,"4/20/2021 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE12",2,1,3,NA,NA,72,NA,"C","P","E",1,"C07","C07PE1","C07PE1","C07","PE",1,3,NA,NA,75,NA,"2021-04-20 16:26:00",16,26,16.4333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR009BW",7,876,337,17078,0,0,9661,161,60,5,390,18,1713,0,55,0,383,0,0,2272,0,0,0,96,0,14,3,0,0,0,0,0,15,0,0,1180,1009,173,0,110,4,15,2,0,380,52,0,5,0,0,359,13,0,0,0,0,0,247,0,0,0,0,58,53,8,40,0,0,0,42,0,104,677,0,0,295,29,41,0,9,0,0,0,0,0,7,0,435,1520,0,90,0,8,0,0,4,23,0,24,0,0,0,0,0,0,498,475,0,4,0
134,134,"4/20/2021 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE12",2,1,1,12.2,1.294,72,NA,"C","S","E",1,"C01","C01SE1","C01SE1","C01","SE",1,1,14.4,1.338,74,NA,"2021-04-20 09:33:00",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009CG",0,610,354,13269,0,0,5313,61,54,0,216,179,760,0,18,0,548,0,0,4724,4,0,0,169,0,60,8,0,0,0,0,0,4,10,0,801,1878,34,0,40,0,201,0,0,569,117,0,0,0,0,261,66,0,0,0,0,0,61,0,0,0,0,61,58,0,10,0,0,0,103,0,132,164,0,0,2588,19,30,0,0,0,0,0,0,0,12,0,29,4196,0,468,0,13,0,0,35,197,0,0,0,0,0,0,0,0,363,299,0,0,0
137,137,"4/20/2021 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN12",2,1,1,11.2,1.273,90,NA,"C","S","N",1,"C06","C06SN1","C06SN1","C06","SN",1,1,11.2,1.273,85,NA,"2021-04-20 13:35:00",13,35,13.5833333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR008EQ",0,674,276,18084,0,0,6851,56,19,0,112,218,1267,0,20,0,1276,0,0,3889,10,0,0,1048,0,11,4,0,0,0,0,0,9,5,0,902,2038,81,0,250,0,107,2,0,704,115,0,0,6,0,216,54,0,0,10,0,0,63,0,0,0,0,119,44,0,12,0,2,0,45,0,220,194,0,0,2592,50,27,0,0,0,0,0,0,0,6,0,51,3476,5,437,0,12,0,0,66,212,0,6,0,0,0,0,0,0,762,578,0,5,0
