"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Abditibacteria","Acidimicrobiia","Acidobacteriae","Actinobacteria","AD3","AKAU4049","Alphaproteobacteria","Anaerolineae","Armatimonadia","Babeliae","Bacilli","bacteriap25","Bacteroidia","BD2-11_terrestrial_group","Bdellovibrionia","Berkelbacteria","Blastocatellia","Campylobacteria","Chlamydiae","Chloroflexia","Chthonomonadetes","Clostridia","Coriobacteriia","Cyanobacteriia","Deferribacteres","Dehalococcoidia","Deinococci","Desulfovibrionia","Desulfuromonadia","Dojkabacteria","Elusimicrobia","Entotheonellia","Fibrobacteria","Fimbriimonadia","GAL15","Gammaproteobacteria","Gemmatimonadetes","Gitt-GS-136","Gracilibacteria","Holophagae","Hydrogenedentia","JG30-KF-CM66","Kapabacteria","Kazania","KD4-96","Ktedonobacteria","Limnochordia","Lineage_IIa","Lineage_IIb","Lineage_IIc","Longimicrobia","MB-A2-108","MBNT15","Methanobacteria","Methylomirabilia","Microgenomatia","Moorellia","Myxococcia","N9D0","Nanoarchaeia","NB1-j","Negativicutes","Nitrososphaeria","Nitrospiria","OLB14","Oligoflexia","OM190","P2-11E","Parcubacteria","Phycisphaerae","Pla4_lineage","Planctomycetes","Polyangia","RCP2-54","Rhodothermia","Rubrobacteria","S0134_terrestrial_group","Saccharimonadia","SAR324_clade(Marine_group_B)","Sericytochromatia","SHA-26","SJA-28","Subgroup_22","Subgroup_25","Subgroup_5","Sumerlaeia","Symbiobacteriia","Thermoanaerobaculia","Thermoleophilia","Thermoplasmata","TK10","TX1A-33","uncultured","unspecified_Actinobacteriota","unspecified_Archaea","unspecified_Bacteria","unspecified_Chloroflexi","unspecified_Firmicutes","unspecified_Gemmatimonadota","unspecified_Myxococcota","unspecified_Patescibacteria","unspecified_Planctomycetota","unspecified_Unassigned","vadinHA49","Vampirivibrionia","Verrucomicrobiae","Vicinamibacteria","WPS-2","WS2","WWE3"
446,446,"4/21/2021 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN15",5,1,2,NA,NA,67,NA,"C","P","N",1,"C02","C02PN1","C02SN1","C02","PN",1,2,NA,NA,62,NA,"2021-04-21 10:04:00",10,4,10.0666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR009FG",5,966,480,23645,0,0,10432,154,153,0,204,286,1792,0,19,0,1120,0,0,4462,5,0,0,62,0,16,0,0,0,0,2,12,9,3,0,1364,2065,62,0,233,0,145,2,0,688,95,0,0,0,0,305,59,0,0,21,0,0,207,0,0,0,0,25,66,7,9,0,0,0,95,0,173,648,0,0,2058,60,31,2,0,0,0,0,0,0,8,0,174,3623,5,380,0,10,0,0,47,139,0,5,0,0,0,0,0,0,711,625,0,0,0
447,447,"4/21/2021 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN15",5,1,1,NA,NA,66,NA,"C","S","N",1,"C02","C02SN1","C02PN1","C02","SN",0,0,NA,NA,66,NA,"2021-04-21 10:21:00",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR009O",2,513,125,16054,0,0,6727,73,96,0,462,15,2341,0,38,0,287,0,0,1880,4,0,0,4008,0,15,4,0,0,0,0,0,14,4,0,1904,863,40,0,37,0,22,4,0,180,33,0,0,0,0,303,5,0,0,0,0,0,256,0,0,0,0,18,26,0,38,0,0,0,20,0,63,335,0,0,519,15,26,0,0,0,0,0,0,0,7,0,22,1359,0,15,0,0,0,0,4,6,0,0,0,0,0,0,0,0,287,172,0,0,0
448,448,"4/21/2021 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE15",5,1,2,NA,NA,71,NA,"C","S","E",1,"C02","C02SE1","C02SE1","C02","SE",1,2,NA,NA,70,NA,"2021-04-21 10:41:00",10,41,10.6833333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR009AW",0,951,494,16112,0,0,6101,88,22,0,138,106,1021,0,27,0,861,0,0,3788,19,0,0,36,0,39,0,0,0,0,4,9,12,21,0,1134,2157,250,0,551,0,106,3,0,976,96,0,5,8,0,198,25,0,0,8,0,0,85,0,0,0,0,44,59,0,3,0,0,2,69,0,284,831,0,0,2132,130,62,0,7,2,0,0,0,0,4,0,71,4387,0,485,0,6,0,0,61,100,0,0,0,0,0,0,0,0,627,918,0,7,0
451,451,"4/21/2021 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE15",5,1,3,NA,NA,80,NA,"C","S","E",1,"C04","C04SE1","C04SE1","C04","SE",1,3,NA,NA,75,NA,"2021-04-21 12:14:00",12,14,12.2333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR009CT",0,590,173,7359,0,5,2849,32,0,0,215,182,744,0,0,0,842,0,0,1837,3,0,0,25,0,49,0,0,0,0,0,7,0,0,0,455,787,93,0,63,0,51,0,0,362,69,0,0,0,0,148,191,0,0,10,0,0,38,0,0,0,0,32,34,4,11,0,0,0,122,0,63,159,0,0,1589,101,0,0,0,0,0,0,0,14,0,0,26,2406,13,272,0,0,0,0,37,60,0,0,0,0,0,0,0,0,114,316,0,0,0
453,453,"4/21/2021 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE15",5,0,0,NA,NA,71,NA,"C","P","E",1,"C10","C10PE1","C10PE1","C10","PE",0,0,NA,NA,72,NA,"2021-04-21 13:45:00",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR009BH",0,476,127,15183,0,14,4190,18,19,0,606,42,1107,0,5,2,68,0,0,1528,0,0,0,98,0,20,0,0,0,0,0,0,0,0,0,860,599,195,0,45,0,25,9,0,275,17,0,0,0,0,160,107,0,0,9,0,0,127,0,0,0,0,12,40,0,5,0,0,0,32,0,6,46,0,2,788,41,21,0,0,0,0,0,0,0,15,0,20,2056,9,105,0,2,0,0,57,8,0,0,0,0,0,0,0,0,162,278,0,0,0
454,454,"4/21/2021 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE15",5,0,0,NA,NA,85,NA,"C","S","E",1,"C10","C10SE1","C10SE1","C10","SE",0,0,NA,NA,85,NA,"2021-04-21 13:54:00",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR008BO",0,1240,417,19258,0,0,7807,230,133,0,504,310,747,0,19,0,1805,0,0,5629,0,0,0,7,0,121,0,0,0,0,0,43,43,18,0,1324,1868,260,6,184,0,205,0,0,1089,246,0,0,0,0,84,265,0,0,13,0,0,156,0,0,0,0,37,137,0,55,0,6,0,78,0,286,423,0,0,3558,86,98,0,0,4,0,0,0,11,0,0,185,4994,0,464,0,17,0,0,117,243,0,6,0,0,0,0,0,0,900,1016,0,10,0
458,458,"4/21/2021 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE15",5,1,2,NA,NA,76,NA,"S","P","E",1,"S01","S01PE1","S01PE1","S01","PE",1,1,NA,NA,82,NA,"2021-04-21 16:54:00",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR008G",0,319,160,14977,0,11,5304,22,68,0,578,79,3011,0,14,0,231,0,0,595,0,4,0,19,0,0,2,0,0,0,0,0,6,0,0,2877,598,57,0,56,0,5,0,0,295,0,0,0,0,0,111,64,0,0,15,0,0,183,0,0,0,0,0,17,0,25,0,0,0,46,0,23,219,0,0,528,9,62,0,0,0,0,0,4,0,0,3,15,1094,3,69,0,0,0,0,69,4,0,0,0,0,0,0,0,0,175,111,0,0,0
459,459,"4/21/2021 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE15",5,1,3,NA,NA,83,NA,"S","S","E",1,"S01","S01SE1","S01SE1","S01","SE",1,3,NA,NA,84,NA,"2021-04-21 17:06:00",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR008DV",0,808,519,18865,0,0,8169,54,121,0,142,59,1385,8,24,0,1634,0,0,2317,4,0,0,3,0,8,0,0,0,0,0,0,8,12,0,996,1914,169,0,330,0,59,12,0,624,124,0,0,0,0,217,48,0,0,0,0,0,314,0,0,0,0,61,57,0,36,0,0,0,48,0,80,510,0,3,858,5,15,0,16,0,0,0,0,0,0,0,212,3245,52,157,0,11,0,0,43,25,2,4,0,0,0,0,0,17,559,941,2,10,0
460,460,"4/22/2021 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN15",5,0,0,NA,NA,59,NA,"S","P","N",1,"S05","S05PN1","S05PN1","S05","PN",1,1,NA,NA,61,NA,"2021-04-22 08:26:00",8,26,8.43333333333333,"Spring",NA,NA,NA,36.79,NA,36.95,NA,2,0,"S511","JTMR008Q",0,399,165,13188,0,0,5848,23,86,0,538,35,2333,0,40,0,349,0,0,1298,0,0,0,1292,0,9,6,0,0,0,0,0,34,0,0,2541,693,129,0,0,0,9,0,0,186,18,0,0,0,0,170,8,0,0,0,0,0,104,0,0,0,0,17,24,0,6,0,0,0,28,0,0,143,0,0,633,0,14,0,0,0,0,0,0,0,6,0,1,1394,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,160,209,0,0,0
461,461,"4/22/2021 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN15",5,0,0,NA,NA,61,NA,"S","S","N",1,"S05","S05SN1","S05SN1","S05","SN",0,0,NA,NA,61,NA,"2021-04-22 08:49:00",8,49,8.81666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR009AY",5,595,165,12774,0,0,3848,0,52,0,2278,73,897,0,5,0,697,0,0,1862,4,0,0,227,0,22,0,0,0,0,0,0,0,0,0,505,1171,59,0,186,0,32,0,0,476,82,0,0,0,0,134,75,0,0,8,0,0,118,0,0,0,0,7,53,0,0,0,0,0,3,0,70,185,0,0,1625,4,42,0,0,0,0,0,0,0,0,0,81,2481,11,187,0,0,8,0,51,31,0,0,0,0,0,0,0,0,277,382,4,4,0
462,462,"4/22/2021 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE15",5,1,2,NA,NA,66,NA,"S","S","E",1,"S05","S05SE1","S05SE1","S05","SE",1,2,NA,NA,65,NA,"2021-04-22 09:05:00",9,5,9.08333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR008BV",4,973,392,23622,0,0,11134,94,215,0,276,116,2949,2,32,0,1600,0,0,2570,10,0,0,578,0,27,0,0,0,0,0,6,0,0,0,1872,2071,85,0,94,0,60,10,0,616,171,0,0,0,0,485,65,0,0,10,0,0,217,0,0,0,0,111,74,0,54,0,0,0,86,0,203,883,0,0,1710,12,100,0,0,0,0,0,0,0,0,0,139,3101,30,240,0,9,8,0,65,42,0,0,0,7,0,0,0,0,726,572,0,0,0
464,464,"4/22/2021 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE15",5,0,0,NA,NA,63,NA,"S","P","E",1,"S02","S02PE1","S02PE1","S02","PE",0,0,NA,NA,64,NA,"2021-04-22 09:56:00",9,56,9.93333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR009H",2,122,43,8488,0,0,3539,2,53,0,221,0,1713,0,30,0,46,0,0,482,0,0,0,1986,0,0,3,0,0,0,0,0,3,0,0,1900,300,30,0,21,0,8,0,0,68,5,0,0,0,0,67,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,18,0,16,49,0,0,216,29,0,0,0,0,0,0,0,0,0,0,9,558,0,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,74,29,0,0,0
465,465,"4/22/2021 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE15",5,1,1,NA,NA,70,NA,"S","S","E",1,"S02","S02SE1","S02SE1","S02","SE",1,1,NA,NA,70,NA,"2021-04-22 10:14:00",10,14,10.2333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR009DZ",12,756,303,19802,0,0,7674,58,68,3,364,55,1940,0,13,0,769,0,0,2117,0,0,0,266,0,8,0,0,3,0,0,3,2,4,0,991,1387,73,0,179,0,70,6,0,404,80,0,0,0,0,397,61,0,0,5,0,0,109,0,0,0,0,36,30,0,7,0,0,0,24,0,118,245,0,8,899,15,16,0,0,0,0,0,0,0,13,0,99,2512,11,120,0,0,2,0,88,65,0,0,0,0,0,0,0,3,326,391,0,6,0
477,477,"4/20/2021 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE15",5,1,2,7.4,1.211,85,NA,"C","P","E",1,"C06","C06PE1","C06PE1","C06","PE",0,0,4.7,1.152,84,NA,"2021-04-20 13:47:00",13,47,13.7833333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR009EM",0,433,275,20896,0,0,8834,39,122,0,151,11,2209,0,28,0,443,0,0,2304,0,0,0,541,0,7,4,0,0,0,2,0,11,8,0,1009,2063,18,0,20,0,69,2,0,234,56,0,0,0,0,206,21,0,0,0,0,0,478,0,0,0,0,43,39,0,23,0,0,0,16,0,212,281,0,0,567,7,42,0,0,0,0,0,0,0,3,0,41,2027,0,147,0,0,0,0,18,35,0,0,0,0,0,0,0,0,522,276,0,0,0
478,478,"4/20/2021 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN15",5,0,0,6.9,1.1975,84,NA,"C","S","N",1,"C08","C08SN1","C08SN1","C08","SN",0,0,6.9,1.1975,84,NA,"2021-04-20 14:51:00",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR009CJ",6,566,268,16201,0,0,7641,56,98,0,309,36,2086,0,23,0,469,0,0,3190,0,0,0,274,0,12,0,0,0,0,0,0,8,16,0,860,1607,44,0,45,0,52,6,0,249,127,0,0,0,0,358,7,0,0,0,0,0,76,0,0,0,0,48,18,0,4,0,0,0,71,0,30,193,0,0,1337,9,0,0,0,0,0,0,0,0,7,0,31,1874,0,196,0,5,0,0,37,171,0,0,0,0,0,0,0,0,343,239,2,0,0
479,479,"4/20/2021 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN15",5,1,1,NA,NA,84,NA,"C","P","N",1,"C07","C07PN1","C07PN1","C07","PN",0,0,NA,NA,84,NA,"2021-04-20 15:55:00",15,55,15.9166666666667,"Spring",NA,NA,NA,34.63,34.58,34.62,34.33,4,1,"C711","JTMR009AS",8,805,558,20460,0,0,11505,120,123,4,979,129,2104,4,27,0,596,0,0,3408,2,4,0,2054,0,11,4,0,0,0,0,0,5,14,0,1971,1473,250,0,160,0,40,8,0,301,25,0,9,0,0,221,23,0,0,0,0,0,151,0,0,0,0,60,56,0,8,2,0,0,53,0,160,324,0,6,522,9,75,0,0,0,0,5,0,0,17,0,102,4213,0,152,0,12,0,0,18,21,0,0,0,0,0,0,0,0,618,775,0,9,0
481,481,"4/20/2021 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE15",5,1,3,NA,NA,85,NA,"C","S","E",1,"C07","C07SE1","C07SE1","C07","SE",1,3,NA,NA,85,NA,"2021-04-20 16:36:00",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR008L",5,611,298,11556,0,0,4701,44,70,0,313,236,960,0,0,3,1311,0,0,2495,0,0,0,192,0,30,0,0,0,0,0,10,9,18,0,843,918,76,0,223,0,84,0,0,515,142,0,0,4,0,194,79,0,0,15,0,0,93,0,0,0,0,27,37,0,0,0,0,0,62,0,111,283,0,0,2106,42,16,0,0,5,0,0,0,0,0,0,120,2920,0,254,0,12,0,0,22,52,0,0,0,0,0,0,0,0,247,435,0,0,0
483,483,"4/21/2021 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE15",5,1,2,NA,NA,65,NA,"C","P","E",1,"C02","C02PE1","C02PE1","C02","PE",1,2,NA,NA,65,NA,"2021-04-21 10:26:00",10,26,10.4333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR008BH",0,188,179,16793,0,0,5359,47,18,0,354,10,1102,0,0,0,146,0,0,1070,0,4,0,71,0,8,3,0,0,0,0,0,4,0,0,1508,723,29,0,135,0,14,3,0,99,16,0,0,0,0,89,0,0,0,0,0,0,128,0,0,0,0,0,42,6,31,0,0,2,29,0,31,298,0,0,150,9,20,0,6,0,0,0,0,0,0,0,105,1200,0,39,0,0,0,0,11,5,0,0,0,0,0,0,0,0,243,294,0,0,0
484,484,"4/21/2021 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN15",5,1,1,NA,NA,67,NA,"C","P","N",1,"C04","C04PN1","C04PN1","C04","PN",1,1,NA,NA,68,NA,"2021-04-21 11:22:00",11,22,11.3666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR009N",0,872,220,19215,0,0,9300,73,120,0,548,27,3137,0,19,0,300,0,0,2419,0,0,0,233,0,15,0,0,0,0,0,0,13,0,0,2378,889,216,0,186,0,39,0,0,203,24,0,0,0,0,566,20,0,0,0,0,0,91,0,0,0,0,28,32,10,0,0,0,0,47,0,103,142,0,0,534,0,0,0,0,0,0,0,0,0,7,0,78,1279,0,94,0,5,0,0,2,22,0,0,0,0,0,0,0,0,171,427,3,3,0
485,485,"4/21/2021 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN15",5,1,1,NA,NA,76,NA,"C","S","N",1,"C04","C04SN1","C04SN1","C04","SN",1,1,NA,NA,76,NA,"2021-04-21 11:30:00",11,30,11.5,"Spring",NA,NA,NA,34.41,35.84,34.38,36.86,4,1,"C411","JTMR008CC",0,1115,280,17192,0,0,9344,230,119,0,747,165,1662,0,19,0,812,0,0,3029,0,3,0,56,0,47,0,0,0,0,0,13,19,9,0,1318,1365,340,0,382,0,90,15,0,431,61,0,0,0,0,463,86,6,0,5,0,0,259,0,0,0,0,199,123,12,29,0,0,0,82,0,89,395,0,6,1250,88,48,0,0,0,0,0,0,0,10,0,176,2714,7,211,0,0,5,0,45,55,0,59,0,0,0,0,0,5,556,864,0,0,0
486,486,"4/21/2021 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN15",5,0,0,NA,NA,81,NA,"C","P","N",1,"C10","C10PN1","C10PN1","C10","PN",0,0,NA,NA,76,NA,"2021-04-21 13:09:00",13,9,13.15,"Spring",NA,NA,NA,34.46,34.87,34.04,34.95,4,1,"C1011","JTMR009AF",0,701,112,26231,0,9,6890,28,20,0,2366,75,2954,0,77,0,137,0,0,2737,2,6,0,921,0,52,5,0,0,0,0,0,20,3,0,2882,868,495,0,52,0,55,20,0,282,29,0,0,0,0,375,193,0,0,8,0,0,184,0,0,0,0,38,41,6,15,0,0,0,35,0,50,203,0,2,1076,208,45,0,22,0,0,0,0,0,86,0,15,3410,10,55,0,3,10,0,31,11,0,0,0,0,0,0,0,0,331,432,4,0,0
487,487,"4/21/2021 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN15",5,1,1,NA,NA,80,NA,"C","S","N",1,"C10","C10SN1","C10SN1","C10","SN",0,0,NA,NA,81,NA,"2021-04-21 13:18:00",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR008DZ",0,522,122,15294,0,0,6308,51,29,0,3082,45,3015,0,92,0,233,0,0,2109,0,0,0,0,0,56,3,0,0,0,0,0,14,8,0,3540,852,424,0,104,0,31,8,0,178,22,0,0,0,0,330,78,0,0,0,4,0,136,0,0,0,0,14,20,0,0,0,0,0,58,0,51,280,0,6,672,199,107,0,20,0,0,0,0,0,74,0,33,1948,0,62,0,3,35,0,20,8,0,0,0,0,0,0,0,0,709,289,3,0,0
491,491,"4/21/2021 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN15",5,0,0,NA,NA,78,NA,"S","P","N",1,"S01","S01PN1","S01PN1","S01","PN",0,0,NA,NA,76,NA,"2021-04-21 16:39:00",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR009EY",0,440,374,13110,0,0,4118,10,15,2,1556,91,634,0,0,0,522,0,0,1436,0,0,0,249,0,0,0,0,0,0,0,0,8,12,0,774,1755,0,0,55,0,17,0,0,305,62,0,0,0,0,66,109,0,0,21,0,0,86,0,0,0,0,6,28,0,16,0,0,0,0,0,54,119,12,0,1443,6,10,0,9,0,0,0,0,3,8,0,13,3223,0,225,0,0,5,0,29,41,0,0,0,0,0,0,0,4,273,378,0,0,0
492,492,"4/21/2021 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN15",5,0,0,NA,NA,83,NA,"S","S","N",1,"S01","S01SN1","S01SN1","S01","SN",0,0,NA,NA,83,NA,"2021-04-21 16:49:00",16,49,16.8166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR008BP",0,1357,625,18053,0,0,9866,109,201,7,849,346,1176,0,26,3,3119,0,0,4415,0,0,0,128,0,17,0,0,4,0,0,5,11,22,0,1382,2295,151,0,301,0,68,9,0,787,89,0,0,0,0,520,278,0,0,21,0,0,355,0,0,0,0,14,150,7,44,0,5,8,56,0,260,507,22,0,2059,70,29,0,4,0,0,6,0,4,7,0,293,5129,84,487,0,24,4,0,134,45,0,19,0,0,0,0,0,2,980,1195,11,17,0
494,494,"4/22/2021 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE15",5,1,3,NA,NA,66,NA,"S","P","E",1,"S05","S05PE1","S05PE1","S05","PE",1,3,NA,NA,65,NA,"2021-04-22 08:53:00",8,53,8.88333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR008AP",0,962,562,22391,0,0,9111,195,128,2,645,66,1985,4,55,0,1103,0,0,3709,0,0,0,354,0,14,0,0,5,0,7,0,16,64,0,1849,2699,105,0,359,0,97,13,0,785,213,0,9,0,0,620,58,0,0,0,0,0,261,0,0,0,0,46,83,0,26,0,0,0,96,0,149,1334,0,3,1620,29,91,0,7,0,0,0,0,0,28,0,329,3742,33,232,0,8,0,0,51,46,0,0,0,0,0,0,0,0,1334,762,0,0,0
495,495,"4/22/2021 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN15",5,0,0,NA,NA,64,NA,"S","P","N",1,"S02","S02PN1","S02SN1","S02","PN",0,0,NA,NA,62,NA,"2021-04-22 09:49:00",9,49,9.81666666666667,"Spring",NA,NA,NA,30.32,31.34,31.46,31.43,4,1,"S211","JTMR009Z",4,414,72,17758,0,0,8615,25,80,0,694,46,6474,0,154,0,116,0,0,1178,0,0,0,1156,0,16,5,0,0,0,0,0,10,0,0,6010,851,129,0,0,0,0,9,0,190,0,0,0,0,0,198,116,0,0,11,0,0,233,0,0,0,0,12,23,0,34,0,4,0,39,0,0,489,0,3,465,41,55,0,16,0,0,0,0,0,8,0,30,1734,0,50,0,0,0,0,25,4,0,0,0,0,0,0,3,0,316,219,0,0,0
496,496,"4/22/2021 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN15",5,1,1,NA,NA,65,NA,"S","S","N",1,"S02","S02SN1","S02PN1","S02","SN",0,1,NA,NA,64,NA,"2021-04-22 09:55:00",9,55,9.91666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR008DD",3,897,379,20275,0,0,8444,137,72,0,679,64,2005,4,99,0,553,0,2,2652,0,0,0,193,0,35,0,0,0,0,0,0,15,11,0,2314,1370,266,0,174,0,84,4,0,465,64,0,0,0,0,264,72,0,0,15,0,0,503,0,0,3,0,18,53,19,26,0,0,0,101,0,84,927,0,0,961,77,59,0,6,0,0,0,0,0,10,0,131,2105,55,156,0,4,0,0,42,24,0,28,0,5,0,0,0,0,635,852,6,6,0
