"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Acarosporaceae","Acrospermaceae","Agaricaceae","Agaricales_fam_Incertae_sedis","Ajellomycetaceae","Alphamycetaceae","Amanitaceae","Ambisporaceae","Amniculicolaceae","Amphisphaeriaceae","Arachnomycetaceae","Archaeosporaceae","Arthrodermataceae","Ascobolaceae","Ascodesmidaceae","Ascosphaeraceae","Aspergillaceae","Atheliaceae","Aureobasidiaceae","Auriculariales_fam_Incertae_sedis","Bartaliniaceae","Bezerromycetaceae","Bionectriaceae","Bolbitiaceae","Boliniales_fam_Incertae_sedis","Botryosphaeriaceae","Botryosphaeriales_fam_Incertae_sedis","Buckleyzymaceae","Bulleraceae","Bulleribasidiaceae","Candelariaceae","Cantharellales_fam_Incertae_sedis","Capnodiaceae","Capnodiales_fam_Incertae_sedis","Cephalothecaceae","Ceratobasidiaceae","Ceratocystidaceae","Chaetomiaceae","Chaetosphaeriaceae","Chaetothyriales_fam_Incertae_sedis","Chionosphaeraceae","Chrysozymaceae","Chytridiaceae","Cladosporiaceae","Claroideoglomeraceae","Clavicipitaceae","Coniocessiaceae","Coniochaetaceae","Coniothyriaceae","Cordycipitaceae","Corticiaceae","Cucurbitariaceae","Cuniculitremaceae","Cunninghamellaceae","Cystobasidiaceae","Cystofilobasidiaceae","Debaryomycetaceae","Diaporthaceae","Diatrypaceae","Dictyosporiaceae","Didymellaceae","Didymosphaeriaceae","Diversisporaceae","Dothideaceae","Dothideomycetes_fam_Incertae_sedis","Dothioraceae","Elsinoaceae","Entolomataceae","Entylomataceae","Eremomycetaceae","Erysiphaceae","Erythrobasidiaceae","Erythrobasidiales_fam_Incertae_sedis","Extremaceae","Filobasidiaceae","Ganodermataceae","Geastraceae","Geminibasidiaceae","Gigasporaceae","Glomeraceae","Glomerellaceae","Glomosporiaceae","Gymnoascaceae","Harpochytriaceae","Helotiaceae","Helotiales_fam_Incertae_sedis","Herpotrichiellaceae","Holtermanniales_fam_Incertae_sedis","Hyaloscyphaceae","Hydnodontaceae","Hyphodermataceae","Hypocreaceae","Hypocreales_fam_Incertae_sedis","Hyponectriaceae","Inocybaceae","Irpicaceae","Lasiosphaeriaceae","Lecanoraceae","Lentitheciaceae","Leptosphaeriaceae","Leucosporidiaceae","Lichtheimiaceae","Lophiostomataceae","Lophiotremataceae","Lycoperdaceae","Magnaporthaceae","Melanommataceae","Melanosporaceae","Meruliaceae","Metschnikowiaceae","Microascaceae","Microbotryomycetes_fam_Incertae_sedis","Microdochiaceae","Microstromataceae","Mortierellaceae","Mrakiaceae","Mucoraceae","Mycenastraceae","Mycocaliciaceae","Mycosphaerellaceae","Myrmecridiaceae","Mytilinidiales_fam_Incertae_sedis","Myxotrichaceae","Nectriaceae","Olpidiaceae","Onygenaceae","Onygenales_fam_Incertae_sedis","Ophiocordycipitaceae","Orbiliaceae","Pacisporaceae","Paradictyoarthriniaceae","Parmeliaceae","Peniophoraceae","Periconiaceae","Pezizaceae","Pezizomycotina_fam_Incertae_sedis","Phaeococcomycetaceae","Phaeomoniellaceae","Phaeosphaeriaceae","Phaeotremellaceae","Phanerochaetaceae","Phelloriniaceae","Phomatosporaceae","Physciaceae","Piskurozymaceae","Planistromellaceae","Plectosphaerellaceae","Pleomassariaceae","Pleosporaceae","Pleosporales_fam_Incertae_sedis","Pleurotaceae","Pluteaceae","Powellomycetaceae","Protomycetaceae","Psathyrellaceae","Pseudeurotiaceae","Pseudolophiotremataceae","Pterulaceae","Pyronemataceae","Rhizophlyctidaceae","Rhizophydiaceae","Rhizopodaceae","Rhynchogastremataceae","Rhytismatales_fam_Incertae_sedis","Saccharomycetaceae","Saccharomycetales_fam_Incertae_sedis","Saksenaeaceae","Schizoporaceae","Sclerotiniaceae","Sirobasidiaceae","Sordariaceae","Sordariales_fam_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis","Spizellomycetaceae","Sporidiobolaceae","Sporocadaceae","Sporormiaceae","Stachybotryaceae","Stephanosporaceae","Stictidaceae","Strophariaceae","Symmetrosporaceae","Sympoventuriaceae","Syncephalastraceae","Teloschistaceae","Teratosphaeriaceae","Testudinaceae","Thelebolaceae","Thelephoraceae","Tilachlidiaceae","Torulaceae","Trechisporales_fam_Incertae_sedis","Trematosphaeriaceae","Tremellaceae","Tremellales_fam_Incertae_sedis","Trichocomaceae","Tricholomataceae","Trichomeriaceae","Trichomonascaceae","Trichosphaeriaceae","Trichosporonaceae","Trimorphomycetaceae","Tuberaceae","Tulasnellaceae","unidentified","Unknown","Ustilaginaceae","Valsaceae","Venturiaceae","Verrucariaceae","Wallemiaceae","Xylariaceae"
251,251,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE13","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR011CS",0,0,106,0,0,0,0,0,0,0,0,0,0,520,56,0,4096,0,871,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,253,0,3839,0,7,0,0,0,0,88,7,0,4125,40,41,0,220,0,0,10,0,0,0,124,0,2366,1341,61,0,0,31,0,9,0,0,0,0,0,0,64,0,0,0,0,300,0,0,81,0,191,0,174,11,0,0,0,0,115,0,0,0,1095,0,5,0,18,0,0,0,1157,0,0,0,0,0,75,0,9,0,0,0,3,0,0,2254,0,0,0,1798,0,0,0,16,246,0,0,0,0,59,157,0,563,0,2239,0,3,0,0,0,0,142,77,0,7724,0,0,0,0,0,20,358,0,0,401,100,0,0,48,0,0,0,0,0,1186,0,0,0,0,0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,4214,36854,0,0,0,0,0,0
253,253,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE13","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011EO",0,0,78,0,249,0,0,0,0,0,94,0,0,170,20,0,3643,0,9,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,3,0,0,11312,0,0,0,0,0,0,0,148,206,5735,0,10,0,224,0,0,0,0,0,0,109,0,9252,657,0,6,0,0,0,0,0,69,0,0,0,0,4196,0,0,0,0,0,0,0,402,0,16,52,37,0,0,0,0,0,292,0,0,0,448,0,20,0,0,110,0,0,7,0,0,10,0,0,1135,0,0,0,0,0,9,0,0,1336,0,0,17,491,0,389,210,0,0,0,0,0,0,0,3159,1261,0,0,331,0,0,0,0,0,0,0,192,0,13415,0,0,0,0,0,28,326,0,27,877,507,0,39,151,0,0,0,0,0,102,0,0,0,0,0,0,0,1981,38,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,23,17,0,0,0,0,0,350,2736,0,0,0,0,0,0
254,254,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE13","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR010AX",0,0,16,0,0,0,0,0,0,0,11,0,0,107,7,0,13838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,127,0,0,0,13,0,0,0,0,0,0,268,0,5689,196,11,5,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,22237,11,11,0,81,0,0,0,0,0,92,0,0,0,34,0,85,0,0,0,0,0,15,0,0,0,0,0,819,0,16,0,239,0,0,0,0,44,0,0,41,103,0,977,0,0,10,0,0,0,0,0,827,0,11,0,150,0,0,0,0,0,0,0,0,0,2394,0,16,0,12,0,0,428,0,0,148,0,0,90,0,0,0,0,0,0,84,0,0,0,0,0,0,0,430,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,468,1664,0,0,0,0,2,0
258,258,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE13","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010DO",0,0,62,0,33,0,0,0,8,0,86,0,0,22,0,0,8653,19,184,0,0,0,5,0,0,0,0,0,0,97,0,0,0,0,0,281,0,8433,0,86,0,0,91,0,30,2,44,470,0,25,0,0,0,0,4,0,0,0,35,0,1606,749,14,12,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,314,0,0,501,12,6,0,362,40,0,30,0,11,105,0,0,0,1441,0,273,13,0,5,0,0,30,0,0,0,0,0,537,0,11,0,1031,0,60,0,0,2928,0,0,175,113,9,93,19,0,0,0,0,0,0,0,34,0,0,0,677,0,0,0,0,0,147,0,12,0,4824,20,0,0,13,0,124,3112,0,4,156,53,0,3,399,0,0,14,0,0,31,0,0,0,0,0,5,0,977,0,0,0,0,0,5,0,0,200,6,5,0,0,0,0,0,0,0,888,0,0,0,0,0,0,102,0,998,5463,0,0,0,0,0,0
259,259,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE13","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010BI",0,0,323,0,0,0,0,0,7,0,0,5,0,261,0,0,1715,0,1865,0,0,0,0,115,0,0,0,0,0,47,0,0,0,0,0,56,0,53,0,149,0,0,45,0,74,0,0,6420,0,0,582,0,0,0,8,0,0,0,77,0,745,905,8,0,0,0,0,19,0,0,0,0,0,0,87,0,0,0,0,125,0,0,590,15,459,0,326,11,0,0,0,0,28,0,0,0,117,0,65,0,0,0,0,0,66,0,220,0,0,0,0,0,0,0,278,0,15,0,0,940,0,0,0,1266,0,0,0,0,18,0,0,0,0,36,453,0,731,0,682,0,0,0,0,0,67,31,98,0,4223,339,0,0,0,0,175,101,0,0,30,85,0,15,13,0,0,0,0,0,1496,34,0,0,0,0,0,0,5035,0,59,0,0,0,0,0,0,911,0,0,0,0,0,0,0,0,0,79,0,3,0,0,0,0,7,0,1683,8244,0,0,0,0,0,0
260,260,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN13","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,39.59,36.25,35.11,34.83,4,1,"S511","JTMR011AV",0,0,0,0,166,0,0,0,0,0,599,0,6,427,0,0,13329,0,12,1240,0,0,9,0,0,0,0,0,0,186,0,0,0,0,99,0,0,6565,0,11,0,0,0,0,0,0,188,354,0,50,0,4,0,0,0,0,0,0,60,0,10076,696,0,0,0,0,0,7,0,65,0,0,0,0,43,0,0,0,0,0,0,0,360,0,478,0,124,0,0,0,0,0,542,0,0,0,535,0,20,7,0,27,0,0,12,0,0,0,0,0,7192,0,0,0,0,0,127,0,0,2191,0,0,258,106,0,36,53,0,5,0,0,0,0,0,370,0,15,0,488,0,0,0,0,0,0,0,389,0,2944,26,0,0,0,0,0,6137,0,260,651,4,0,0,1009,0,0,0,0,0,252,0,0,0,0,0,4,0,1068,12,7,0,0,0,22,0,0,0,30,6,0,0,0,0,0,0,0,39,0,95,0,0,0,0,0,0,349,3262,0,0,0,0,41,66
261,261,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN13","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR011DW",0,0,66,0,0,0,0,0,0,0,0,0,0,15,0,0,3191,0,283,0,0,0,0,85,0,7,0,0,0,196,0,0,0,0,0,0,0,1369,0,60,0,0,0,0,54,0,0,1708,0,0,0,33,0,0,0,0,0,0,777,0,3583,2607,33,10,5,0,0,15,0,0,0,8,0,0,330,0,0,0,0,745,0,0,382,0,14,0,265,3,0,0,0,0,50,0,0,0,529,0,2025,23,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,95,421,0,0,0,0,397,0,0,0,0,126,3939,0,958,0,8951,0,0,0,0,0,0,18,0,0,17759,174,84,0,0,0,0,101,0,0,1665,27,0,32,43,0,0,0,0,0,7301,0,0,0,0,0,0,0,2335,13,1082,0,0,0,0,0,0,82,0,0,0,0,0,0,105,0,0,0,0,18,0,0,0,0,24,0,2187,7060,0,0,0,0,0,0
262,262,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE13","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR011DA",0,0,103,0,0,0,0,0,0,0,0,0,0,108,10,0,919,0,594,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,58,0,834,0,17,0,0,0,0,62,77,0,2025,0,5,0,0,0,0,0,0,0,0,157,6,5434,432,50,0,0,0,0,18,0,0,0,0,0,0,64,0,0,0,0,867,0,0,20,0,69,0,178,0,0,0,0,0,662,0,0,0,1747,0,1263,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,53,0,0,881,0,0,34,179,0,6,0,0,39,0,0,0,0,9,1250,0,324,0,537,0,0,0,0,0,0,12,12,0,5852,0,106,0,0,0,6,233,0,0,1592,0,0,3,60,0,0,0,0,0,2185,0,0,14,0,0,0,0,2205,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3963,16032,0,0,0,0,0,0
264,264,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE13","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011DB",0,0,170,0,769,0,0,0,0,0,2523,0,23,1055,0,0,13417,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5076,0,0,0,0,0,0,3,0,223,250,0,4,0,0,0,0,0,0,0,0,146,0,3296,203,0,6,0,0,0,0,0,63,0,0,0,0,43,0,0,0,0,0,0,0,193,0,7,6,174,0,0,0,0,0,610,0,0,0,1137,0,0,0,0,323,0,0,11,0,0,0,0,0,2376,0,0,0,0,0,23,0,0,1288,0,0,104,394,0,70,30,0,0,0,0,0,0,0,620,32,0,0,45,0,0,0,0,0,0,0,127,0,17960,10,0,0,0,0,33,3965,0,150,2267,89,0,12,19,0,0,0,0,0,7,0,0,0,0,0,0,0,1621,0,0,0,0,0,0,0,0,10,37,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,454,4658,0,0,0,0,0,121
265,265,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE13","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011EI",0,0,5,0,0,0,0,0,0,0,0,0,0,401,0,0,1000,0,0,0,0,0,0,19,0,227,0,0,0,34,0,0,0,0,0,7,0,167,0,0,0,0,0,0,12,0,14,184,0,7,0,0,0,0,0,0,0,0,119,0,1622,1057,29,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,209,0,0,41,0,0,0,865,0,0,0,0,0,0,0,0,0,115,0,143,4,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,201,0,0,47,258,0,10,0,0,11,0,0,0,3,38,1082,0,78,0,941,0,0,0,0,0,0,0,0,0,6475,0,0,0,0,0,117,0,0,0,235,0,0,5,5,0,0,0,0,0,7850,0,0,0,0,0,0,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,2147,0,0,0,0,0,0
277,277,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE13","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011EM",0,0,0,0,0,78,0,0,0,0,0,0,0,551,5,0,825,0,27,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,5,7,0,505,0,19,0,0,0,0,0,0,0,2879,0,5,0,115,0,0,0,0,0,0,45,0,26631,251,0,0,0,37,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,78,0,201,0,0,0,0,0,0,0,0,0,69,0,54,0,0,0,0,0,9,3,0,0,0,0,32,0,16,0,0,0,0,0,0,1150,0,0,0,1038,0,3,0,0,0,0,0,0,0,44,2746,0,16,0,85,0,0,0,0,0,0,0,548,0,8838,0,0,0,0,0,17,14,0,0,414,223,0,6,60,0,0,0,0,0,631,0,0,0,3,6,0,0,2887,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,31,0,0,1901,3395,0,0,0,0,0,0
278,278,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN13","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011CE",0,0,0,0,0,4,0,0,0,0,0,0,0,64,63,0,2410,0,60,0,0,0,148,380,0,48,0,0,0,448,0,0,0,0,0,19,0,1341,0,0,0,0,0,11,28,18,0,3098,0,0,0,51,0,130,0,0,0,0,132,0,8021,7468,35,7,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,660,0,0,45,0,612,0,270,15,0,0,0,0,493,0,0,0,1032,0,503,0,86,0,0,0,14,0,0,0,0,0,9,0,0,0,0,0,1555,0,0,1453,0,0,23,811,0,44,0,97,65,0,0,0,0,56,2409,0,918,0,1616,0,0,0,0,0,0,7,18,0,20060,28,50,0,0,0,97,453,0,0,152,67,0,0,221,0,0,0,0,0,59,0,0,400,0,0,0,0,1761,68,4,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,9,0,166,0,0,0,0,0,0,1188,6354,0,0,0,0,0,0
279,279,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN13","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR010DQ",0,0,0,0,158,12,0,0,0,0,105,0,0,3722,27,0,6739,0,47,0,0,0,0,752,0,0,0,0,0,7,0,0,0,0,5,1907,0,4986,0,5,0,0,0,0,0,108,250,685,0,10,0,0,0,0,5,37,0,0,230,0,4376,2076,0,0,5,12,0,0,38,20,0,0,0,0,564,0,0,0,0,65,0,0,448,10,42,54,247,0,0,0,0,0,881,0,0,0,3869,0,54,0,14,14,0,0,24,0,0,0,0,0,659,0,28,0,589,0,18,0,0,489,0,0,293,615,32,306,127,0,4,0,0,0,0,0,1040,18,0,0,111,0,0,0,0,0,28,0,56,0,11645,11,0,0,45,0,1165,1972,0,0,1276,189,82,61,38,0,0,0,14,0,533,0,12,0,0,0,0,0,2409,0,14,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,80,0,74,6,0,0,0,3,0,1438,5069,0,0,0,0,87,20
281,281,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE13","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010ER",0,0,0,0,0,0,0,0,0,0,0,36,0,374,489,0,3128,0,154,0,0,0,0,0,0,821,0,0,0,133,0,0,0,0,0,0,0,9,0,0,0,0,216,0,97,0,0,903,0,10,0,153,0,0,0,0,0,5,104,0,943,1174,199,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,32,0,0,0,33,9,37,39,0,0,0,0,0,0,0,0,0,411,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,381,0,0,0,0,1155,0,0,25,459,14,0,0,16,472,0,0,0,0,112,34,0,64,0,410,0,0,0,0,0,10,0,27,0,551,0,13,0,0,0,265,16,0,0,962,14,0,28,0,0,0,0,0,0,10,0,0,55,0,0,0,0,4738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,197,0,5615,12170,0,0,0,0,0,0
283,283,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE13","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011R",0,0,0,0,17,0,0,0,0,0,0,0,26,248,0,0,1343,0,1208,0,0,0,0,59,0,0,0,0,0,414,0,0,0,0,0,21,0,1376,0,0,10,0,0,0,0,360,0,7831,0,10,0,123,0,0,19,0,0,0,3,0,3029,987,0,9,0,0,0,236,0,0,0,0,0,0,303,0,0,0,0,0,0,0,9,0,499,11,195,0,7,747,0,588,114,0,0,0,6385,0,47,0,5,0,0,0,0,5,0,0,0,0,19,0,11,0,0,0,55,0,0,5396,0,0,18,794,0,0,0,0,14,0,0,0,0,0,395,0,599,0,6063,0,0,0,0,0,0,16,8,0,10203,4,0,0,0,0,0,192,0,0,46,565,0,3,83,0,4,0,0,0,813,0,0,0,62,0,0,2,2853,9,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,907,14506,0,0,0,0,0,17
284,284,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN13","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR010T",0,0,7,0,5,0,0,0,0,0,0,0,0,718,28,0,569,0,10,0,2,0,0,56,0,0,0,0,0,125,0,0,0,0,0,589,0,391,0,0,0,0,36,0,14,20,44,314,0,0,12,6,0,0,6,17,0,0,11,0,13618,5922,55,0,0,3,0,6,0,0,0,0,0,0,935,0,0,0,0,38,0,0,36,8,82,0,183,12,0,0,0,0,2904,0,0,0,212,0,16,0,28,0,24,0,9,0,0,0,0,0,103,0,15,0,172,0,29,0,0,2825,0,0,8,491,8,6,34,4,31,0,0,0,0,7,1967,0,7,0,1175,0,0,0,0,0,43,0,38,0,11841,0,0,0,29,0,16,76,0,0,233,25,9,12,357,0,0,0,0,0,15,0,0,0,0,66,0,0,1116,183,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,53,0,0,0,0,24,0,1076,6302,0,0,0,0,0,391
285,285,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN13","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR011AU",0,0,0,0,0,6,0,0,0,0,0,0,0,224,49,0,543,0,7,0,0,0,0,0,0,41,0,0,0,270,0,0,0,0,0,24,0,127,0,0,0,0,0,0,8,0,9,83,0,0,0,0,0,0,0,0,0,0,237,0,7355,5320,9,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,4,0,0,0,0,758,0,208,11,0,0,0,0,15435,0,0,0,5,0,28,169,26,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,83,0,0,0,0,4,0,0,0,0,0,1457,0,68,0,2547,0,0,0,0,0,0,0,48,0,9224,0,0,0,0,0,37,26,0,3,551,0,0,3,365,0,0,0,0,0,0,0,0,0,0,14,0,0,1370,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,590,3315,0,98,0,0,0,0
286,286,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN13","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR010AL",0,0,25,0,699,17,0,0,0,0,322,0,0,429,14,0,16717,0,0,64,0,0,0,1337,0,0,0,0,0,40,0,0,0,0,4,23,0,1421,0,0,0,0,73,0,25,353,244,172,0,83,0,202,0,0,0,0,0,0,17,0,1282,487,0,0,0,3,0,141,0,33,0,0,0,0,298,0,0,4,0,65,0,0,206,0,53,119,193,0,0,0,0,0,79,0,340,0,4042,0,0,94,12,0,23,0,24,0,0,0,0,0,738,0,23,0,748,0,589,0,0,379,0,0,168,84,19,139,218,0,6,0,0,0,0,10,703,50,18,0,519,0,0,0,0,0,15,0,194,0,9047,0,0,0,83,0,1364,3196,0,0,490,129,40,10,19,0,0,0,0,0,29,0,0,0,0,21,0,0,1793,12,14,0,0,0,13,0,0,0,146,0,0,0,0,0,0,0,0,657,0,163,8,0,0,0,6,0,2297,4444,0,0,0,0,0,5
287,287,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN13","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR011DO",0,0,14,0,54,0,0,0,0,0,330,0,7,1063,0,0,4599,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,7492,0,0,0,0,0,0,0,17,37,32,0,6,0,43,0,0,0,0,0,0,25,0,1379,176,0,0,0,0,0,214,0,25,0,0,0,0,44,0,0,0,0,0,0,0,403,0,30,0,180,0,0,0,0,0,288,0,0,0,106,0,12,0,4,203,18,0,15,0,0,0,0,0,918,0,5,0,0,0,74,0,0,428,0,0,228,76,0,23,142,0,0,0,0,0,0,8,324,0,0,0,147,0,0,0,0,0,0,0,14,0,5542,0,6,0,0,0,13,1433,0,0,5054,7,0,10,19,0,0,0,0,0,89,0,0,12,0,0,0,0,1096,8,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,66,0,0,7,0,0,0,0,0,163,2101,0,0,0,0,10,30442
