"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Acarosporaceae","Acrospermaceae","Agaricaceae","Agaricales_fam_Incertae_sedis","Ajellomycetaceae","Alphamycetaceae","Amanitaceae","Ambisporaceae","Amniculicolaceae","Amphisphaeriaceae","Arachnomycetaceae","Archaeosporaceae","Arthrodermataceae","Ascobolaceae","Ascodesmidaceae","Ascosphaeraceae","Aspergillaceae","Atheliaceae","Aureobasidiaceae","Auriculariales_fam_Incertae_sedis","Bartaliniaceae","Bezerromycetaceae","Bionectriaceae","Bolbitiaceae","Boliniales_fam_Incertae_sedis","Botryosphaeriaceae","Botryosphaeriales_fam_Incertae_sedis","Buckleyzymaceae","Bulleraceae","Bulleribasidiaceae","Candelariaceae","Cantharellales_fam_Incertae_sedis","Capnodiaceae","Capnodiales_fam_Incertae_sedis","Cephalothecaceae","Ceratobasidiaceae","Ceratocystidaceae","Chaetomiaceae","Chaetosphaeriaceae","Chaetothyriales_fam_Incertae_sedis","Chionosphaeraceae","Chrysozymaceae","Chytridiaceae","Cladosporiaceae","Claroideoglomeraceae","Clavicipitaceae","Coniocessiaceae","Coniochaetaceae","Coniothyriaceae","Cordycipitaceae","Corticiaceae","Cucurbitariaceae","Cuniculitremaceae","Cunninghamellaceae","Cystobasidiaceae","Cystofilobasidiaceae","Debaryomycetaceae","Diaporthaceae","Diatrypaceae","Dictyosporiaceae","Didymellaceae","Didymosphaeriaceae","Diversisporaceae","Dothideaceae","Dothideomycetes_fam_Incertae_sedis","Dothioraceae","Elsinoaceae","Entolomataceae","Entylomataceae","Eremomycetaceae","Erysiphaceae","Erythrobasidiaceae","Erythrobasidiales_fam_Incertae_sedis","Extremaceae","Filobasidiaceae","Ganodermataceae","Geastraceae","Geminibasidiaceae","Gigasporaceae","Glomeraceae","Glomerellaceae","Glomosporiaceae","Gymnoascaceae","Harpochytriaceae","Helotiaceae","Helotiales_fam_Incertae_sedis","Herpotrichiellaceae","Holtermanniales_fam_Incertae_sedis","Hyaloscyphaceae","Hydnodontaceae","Hyphodermataceae","Hypocreaceae","Hypocreales_fam_Incertae_sedis","Hyponectriaceae","Inocybaceae","Irpicaceae","Lasiosphaeriaceae","Lecanoraceae","Lentitheciaceae","Leptosphaeriaceae","Leucosporidiaceae","Lichtheimiaceae","Lophiostomataceae","Lophiotremataceae","Lycoperdaceae","Magnaporthaceae","Melanommataceae","Melanosporaceae","Meruliaceae","Metschnikowiaceae","Microascaceae","Microbotryomycetes_fam_Incertae_sedis","Microdochiaceae","Microstromataceae","Mortierellaceae","Mrakiaceae","Mucoraceae","Mycenastraceae","Mycocaliciaceae","Mycosphaerellaceae","Myrmecridiaceae","Mytilinidiales_fam_Incertae_sedis","Myxotrichaceae","Nectriaceae","Olpidiaceae","Onygenaceae","Onygenales_fam_Incertae_sedis","Ophiocordycipitaceae","Orbiliaceae","Pacisporaceae","Paradictyoarthriniaceae","Parmeliaceae","Peniophoraceae","Periconiaceae","Pezizaceae","Pezizomycotina_fam_Incertae_sedis","Phaeococcomycetaceae","Phaeomoniellaceae","Phaeosphaeriaceae","Phaeotremellaceae","Phanerochaetaceae","Phelloriniaceae","Phomatosporaceae","Physciaceae","Piskurozymaceae","Planistromellaceae","Plectosphaerellaceae","Pleomassariaceae","Pleosporaceae","Pleosporales_fam_Incertae_sedis","Pleurotaceae","Pluteaceae","Powellomycetaceae","Protomycetaceae","Psathyrellaceae","Pseudeurotiaceae","Pseudolophiotremataceae","Pterulaceae","Pyronemataceae","Rhizophlyctidaceae","Rhizophydiaceae","Rhizopodaceae","Rhynchogastremataceae","Rhytismatales_fam_Incertae_sedis","Saccharomycetaceae","Saccharomycetales_fam_Incertae_sedis","Saksenaeaceae","Schizoporaceae","Sclerotiniaceae","Sirobasidiaceae","Sordariaceae","Sordariales_fam_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis","Spizellomycetaceae","Sporidiobolaceae","Sporocadaceae","Sporormiaceae","Stachybotryaceae","Stephanosporaceae","Stictidaceae","Strophariaceae","Symmetrosporaceae","Sympoventuriaceae","Syncephalastraceae","Teloschistaceae","Teratosphaeriaceae","Testudinaceae","Thelebolaceae","Thelephoraceae","Tilachlidiaceae","Torulaceae","Trechisporales_fam_Incertae_sedis","Trematosphaeriaceae","Tremellaceae","Tremellales_fam_Incertae_sedis","Trichocomaceae","Tricholomataceae","Trichomeriaceae","Trichomonascaceae","Trichosphaeriaceae","Trichosporonaceae","Trimorphomycetaceae","Tuberaceae","Tulasnellaceae","unidentified","Unknown","Ustilaginaceae","Valsaceae","Venturiaceae","Verrucariaceae","Wallemiaceae","Xylariaceae"
14,14,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE11","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR010AI",0,0,362,0,0,0,0,0,0,0,0,0,0,1551,51,0,9342,0,66,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,311,0,693,0,27,0,0,36,0,0,942,4,8362,0,30,0,4,0,8,0,0,0,0,302,0,5942,571,8,54,0,0,0,468,0,0,0,0,0,0,378,0,0,0,0,388,0,0,88,10,18,0,231,0,0,0,0,0,0,0,0,0,1115,0,11,0,0,0,0,0,50,0,0,0,0,0,6,0,0,0,2169,0,0,0,0,385,0,0,7,133,17,0,0,8,117,0,0,0,0,18,2461,0,983,0,3985,0,0,0,0,0,390,7,13,0,10330,8,65,0,17,0,4,74,0,0,770,58,6,20,170,0,0,0,0,0,2510,0,0,0,0,37,0,0,380,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310,4546,0,0,0,0,0,0
16,16,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN11","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,NA,36.74,37.26,38.38,3,1,"S811","JTMR010DK",0,0,0,0,609,0,0,0,0,0,298,0,43,187,0,0,5632,0,15,315,0,0,3,0,0,4,0,0,0,79,0,0,0,0,0,22,0,4477,0,0,0,0,0,0,8,32,27,32,0,24,0,0,0,0,9,0,0,0,5,0,8210,944,0,2,0,0,0,96,0,57,0,0,0,0,613,0,0,185,0,14,0,0,396,0,1054,0,530,0,0,0,0,0,2077,0,0,0,1926,0,121,0,0,0,0,0,4,0,0,0,0,0,5757,0,0,0,905,0,333,0,0,3249,0,0,23,226,0,25,12,0,0,0,0,0,0,0,220,0,4,0,308,0,0,0,0,0,29,0,93,0,10171,3,0,0,44,0,215,4268,0,1353,3037,51,11,0,90,0,0,0,0,0,1750,0,0,29,0,8,0,0,4153,248,0,0,0,0,41,0,0,0,31,1018,0,0,0,0,0,0,0,32,0,0,0,0,0,0,8,0,1679,2867,0,0,0,0,0,0
17,17,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN11","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR010AU",0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,324,0,1068,0,0,0,0,56,0,159,0,4,1529,0,93,0,0,0,0,0,11,0,0,403,0,6785,3254,11,4,0,0,0,0,19,0,0,0,0,0,743,0,0,80,0,540,0,0,56,0,291,0,854,0,0,0,0,0,930,0,0,0,172,0,412,0,32,0,0,0,10,0,0,0,0,0,49,0,214,0,656,0,0,0,0,336,0,0,340,190,52,111,0,13,15,0,0,0,0,20,1774,0,116,0,943,0,0,0,0,0,272,0,6,0,14230,0,0,0,202,0,170,344,0,11,2454,2270,22,5,174,0,0,0,0,0,4095,0,0,0,0,21,0,0,2803,100,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,25,0,8,0,0,0,0,40,0,2149,7519,0,0,0,0,0,0
18,18,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE11","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR011ES",0,0,7093,0,8,0,0,0,0,0,308,0,0,6,0,0,14141,0,4,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1349,0,20,0,0,0,0,0,26,0,9584,10,0,0,0,0,0,0,0,0,0,289,0,7415,184,0,0,0,0,0,4,0,24,0,0,0,0,357,0,0,0,0,106,0,0,141,0,31,0,135,0,0,0,0,0,4,0,0,0,42,0,101,0,0,0,0,0,799,0,0,0,0,0,0,0,284,0,0,0,0,0,0,54,0,0,183,2207,0,16,51,0,31,0,0,0,0,10,5378,0,7,0,822,0,0,0,0,0,0,0,20,0,7364,0,6,0,0,0,8,666,0,0,59,0,0,0,42,0,0,0,0,0,875,0,0,0,0,0,0,0,1404,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,416,0,0,0,0,0,0,517,5683,0,0,0,0,0,0
19,19,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN11","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010J",0,0,0,0,0,18,0,0,0,0,0,0,0,1166,0,0,365,0,351,980,0,0,0,0,0,0,0,0,0,525,0,0,0,0,5,254,0,1751,0,203,0,0,0,7,9,0,0,626,0,42,51,25,0,0,7,16,4,0,20,0,7235,1423,0,17,0,0,0,8,0,4,0,0,0,0,3610,0,10,0,0,0,0,0,107,0,185,2,373,17,0,0,0,0,102,0,0,0,1077,0,19,6,0,0,0,0,30,0,0,2,0,0,48,0,67,0,547,0,52,0,0,5617,0,0,6,274,0,17,26,0,8,0,0,0,0,0,1329,0,155,0,1099,0,0,0,0,0,27,5,18,0,19815,18,11,0,75,6,9262,18,0,1092,742,556,33,0,598,0,0,0,0,0,3884,0,0,0,0,43,0,0,2174,75,53,0,0,0,38,0,0,8,0,55,0,0,0,0,0,0,0,6,0,58,0,3,0,0,0,0,3081,9316,0,0,0,0,0,540
20,20,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE11","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR011D",0,0,563,0,0,0,0,0,0,0,0,0,0,25,0,0,1548,0,135,0,0,0,0,56,0,72,0,0,0,343,0,0,0,0,0,28,0,882,0,151,0,0,0,0,48,0,0,278,0,0,0,5,0,0,18,0,0,0,137,0,5192,15766,167,0,0,0,0,28,0,0,0,0,0,0,2052,0,0,0,0,72,0,0,41,0,40,0,479,0,0,0,0,0,46,0,0,0,464,0,208,4,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,13,694,0,0,0,0,17,0,0,0,0,0,1415,0,729,0,791,0,0,0,0,0,0,0,0,0,11967,126,5,0,0,16,1203,51,0,0,157,68,0,8,136,0,0,0,0,0,2122,0,0,0,0,0,0,0,1960,46,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,2386,5574,0,0,0,15,0,0
21,21,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN11","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010DD",0,0,0,0,0,0,0,0,0,0,32,0,0,1155,0,0,10368,0,37,0,0,0,0,22,0,0,0,0,0,93,0,0,0,0,0,68,0,12945,0,0,0,0,0,0,0,0,0,110,0,13,39,80,0,0,0,33,0,0,0,0,4493,298,0,9,0,0,0,11,0,13,0,0,0,0,289,0,0,0,0,0,0,0,98,0,107,0,21,28,0,0,0,0,422,0,0,0,1049,0,16,68,33,42,0,0,0,0,0,0,0,0,485,0,0,0,6757,2,71,0,0,4017,0,0,79,503,0,0,1088,0,29,0,0,0,0,0,2298,24,6,0,472,0,0,0,0,0,0,0,20,0,8669,0,4,0,16,0,0,2420,0,343,2154,178,5,11,151,0,0,0,0,0,14,0,0,0,0,9,0,0,319,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,1745,4487,0,0,0,0,27,0
22,22,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN11","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR011AE",0,0,0,0,0,7,0,0,0,0,0,0,0,423,0,0,1288,0,72,0,0,0,0,173,0,0,0,0,0,49,0,0,0,0,0,343,0,190,0,0,0,0,0,0,75,97,0,149,69,73,0,59,0,0,0,0,0,0,56,0,5542,4231,67,26,0,0,0,208,0,0,0,0,0,0,130,0,0,0,0,212,0,0,98,0,23,0,61,33,0,0,0,0,160,0,0,0,83,0,44,800,75,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,488,0,0,55,327,0,0,0,6,185,0,0,0,0,56,1457,0,523,0,579,0,0,0,0,0,0,47,0,0,12743,0,28,0,0,0,8,328,0,0,463,0,0,8,84,0,0,0,0,0,8137,0,0,0,0,0,0,0,1867,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,21,0,0,0,0,0,0,2247,22502,0,0,0,0,0,8
23,23,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE11","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010CF",0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,445,0,0,0,0,0,0,0,0,0,3,1175,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,2,0,4501,0,11,0,15,0,0,5,0,0,0,0,0,94,272,11,64,0,0,0,0,0,0,0,0,731,0,1109,0,0,0,0,0,0,0,31,0,342,0,26,5,0,0,0,0,43,0,0,0,223,0,67,0,3,0,2,0,57,0,14,0,0,0,30,6,141,0,100,0,6,0,0,3666,0,0,31,178,0,6,20,0,4,0,0,0,0,0,129,0,2567,0,3996,0,0,0,0,0,78,417,0,0,18718,0,0,0,0,0,0,0,0,0,0,27,0,0,65,0,0,0,0,0,0,0,3,0,236,8,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,0,0,0,0,2373,27519,0,0,0,0,4,0
24,24,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN11","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,32.34,32.51,32.39,32.41,4,1,"C511","JTMR010R",0,0,105,0,100,3,0,0,0,0,732,0,26,1145,34,0,4383,0,39,0,0,0,30,67,0,0,0,0,0,66,0,0,0,0,12,0,0,4381,0,12,0,0,289,0,80,0,866,477,0,5,29,47,0,0,5,37,0,0,118,0,5939,4321,6,23,2,0,0,24,185,30,0,0,0,0,368,0,2,3,0,2,0,0,451,0,274,4,355,9,0,0,0,0,84,0,0,0,582,0,18,185,31,0,0,0,8,0,0,0,0,0,5317,0,32,0,198,0,97,0,0,1920,0,0,333,194,0,51,359,0,8,0,0,0,5,22,1551,0,0,0,396,0,0,0,0,0,7,0,62,0,9955,9,0,0,650,0,4,1840,0,19,1776,216,17,9,267,0,0,0,0,0,108,0,0,0,0,123,0,0,1281,46,0,0,0,4,28,0,0,0,18,0,0,0,0,0,0,0,0,235,0,69,0,5,0,0,0,0,4066,8504,0,0,0,0,0,24
25,25,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN11","C","S","N",1,"C05","C05SN1","C05SN1","C05","SN","4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR010BS",0,0,0,0,0,10,0,0,0,0,7,0,0,758,0,0,3233,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,69,0,859,0,0,0,0,0,0,261,0,45,417,0,0,0,38,0,0,0,166,0,0,32,0,1054,1596,96,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,350,0,0,64,78,47,0,363,0,0,0,0,0,8,0,0,0,393,0,438,0,148,0,16,0,0,0,0,0,0,0,7,0,0,0,220,0,0,0,0,363,0,0,144,158,37,12,0,6,10,0,0,0,0,114,1584,0,0,0,1305,0,0,0,0,0,27,0,0,0,5935,36,0,0,53,0,329,114,0,0,633,75,22,9,13,0,0,0,0,0,384,0,0,91,0,9,0,0,5930,526,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,84,0,0,0,0,0,0,3333,3350,0,0,0,0,0,0
26,26,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE11","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR010DP",0,0,134,0,10,5,0,0,0,0,276,0,4,92,3,0,2445,0,1043,45,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,251,0,375,0,0,0,0,25,0,0,246,15,7165,21,64,9,77,2,0,7,11,0,0,0,0,2225,513,0,8,0,0,0,412,25,0,0,0,0,0,456,0,0,0,0,0,0,19,39,0,194,22,151,5,0,0,10,0,207,0,0,0,456,0,0,19,7,0,0,0,45,0,0,0,0,0,169,0,9,0,236,0,5,0,0,3468,0,0,24,66,0,48,23,0,14,0,0,0,0,12,1978,0,1678,0,3384,0,0,0,0,0,0,141,21,0,11775,0,0,0,10,0,20,1863,0,0,115,41,28,2,36,0,0,0,0,0,444,0,0,0,0,0,0,0,1735,4,0,0,0,0,7,0,0,32,0,0,0,0,0,0,0,0,0,10,0,195,0,0,0,0,0,0,1666,11659,0,0,0,0,0,0
27,27,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE11","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR010CM",0,0,259,0,0,0,0,0,0,0,0,0,0,350,204,0,1139,0,873,0,0,0,1007,41,0,24,0,0,0,138,0,0,0,0,0,102,0,3615,0,8,0,4,9,0,148,380,0,461,0,62,0,155,0,0,9,5,0,0,6,0,9742,378,35,0,0,7,0,93,0,0,0,0,0,0,485,0,0,0,0,151,0,0,0,9,217,0,165,0,0,0,5,0,163,0,0,0,351,0,31,0,7,0,0,0,0,128,0,0,0,0,0,0,0,2,289,0,0,0,0,2112,0,0,37,66,10,0,0,18,63,0,0,0,0,10,164,0,1258,0,696,0,0,0,0,0,15,224,233,0,7670,0,0,0,0,0,382,0,0,7,309,8,19,0,82,0,0,0,0,0,646,0,0,52,3,0,0,0,13916,6,2108,0,0,2,5,0,0,5,0,0,0,0,9,0,0,0,0,0,0,78,0,0,0,0,14,0,2206,12750,0,0,0,0,0,0
29,29,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE11","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR011CJ",0,0,33,0,5,0,0,0,0,0,0,0,0,1263,0,0,705,0,797,1638,0,0,0,377,0,0,0,0,0,583,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,18,0,648,0,38,0,13,0,0,0,0,0,0,9,0,684,757,0,11,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,121,0,125,6,45,7,0,0,0,0,363,0,0,0,13054,0,0,0,0,0,0,0,15,0,0,0,0,0,8,0,15,0,0,0,16,0,0,4463,0,0,44,230,0,38,7,0,0,0,0,0,0,4,796,0,123,0,6640,0,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,11,177,0,0,90,38,0,2,35,0,0,0,0,0,143,0,0,0,47,9,28,0,7957,144,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,5,0,47,0,0,0,0,0,0,466,18710,0,0,0,0,0,0
30,30,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE11","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010BL",0,0,24,0,0,0,0,0,0,0,0,0,0,332,7,0,3253,0,267,0,0,0,0,68,0,1232,0,0,0,433,0,0,0,0,0,130,0,1020,0,0,0,0,83,0,75,72,0,3028,0,73,344,0,0,0,41,0,0,0,5,0,2152,785,36,0,0,0,0,24,0,0,0,0,13,0,638,0,0,17,0,70,0,0,101,6,41,6,586,6,0,0,0,0,0,0,0,0,2297,0,44,0,0,0,0,0,7,0,0,0,0,0,11,0,27,0,155,0,37,0,0,1498,0,0,17,484,37,0,0,34,98,0,0,0,0,30,99,0,170,0,4189,0,0,0,0,0,90,0,10,0,10894,0,0,0,0,0,58,55,0,0,343,22,14,0,138,0,0,0,0,0,68,38,0,26,0,0,0,0,6984,9,47,0,0,0,8,0,0,22,0,0,0,0,0,0,0,0,0,22,0,125,0,0,0,0,27,0,2735,8239,0,0,0,0,0,0
31,31,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN11","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR011DL",0,0,331,0,0,0,0,0,0,0,0,0,0,158,11,0,5340,0,12,0,0,24,0,180,0,15,0,0,0,297,0,0,0,0,0,301,0,311,0,0,0,0,8,0,84,20,0,912,0,3,0,130,0,0,7,0,0,0,587,0,6979,4679,123,37,0,0,0,0,0,0,0,0,0,0,525,0,0,13,0,493,0,0,23,0,203,0,246,0,0,0,9,0,21,0,0,0,250,0,176,7,0,0,0,0,70,0,0,0,0,0,3,0,18,0,0,0,0,0,0,366,0,0,215,819,0,0,0,0,211,0,0,0,0,534,4416,0,70,0,3482,0,0,0,0,0,0,0,12,0,8870,40,155,0,0,0,17,1054,0,0,766,109,0,233,237,0,0,0,0,0,1241,0,0,9,0,5,0,0,1612,157,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,98,0,7932,12464,0,0,0,0,0,0
32,32,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE11","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR011EW",0,0,259,0,0,0,0,0,0,0,76,0,0,446,0,0,2384,0,221,0,0,0,13,0,0,0,0,0,0,179,0,0,0,0,18,0,0,695,0,30,0,0,0,0,11,198,24,3735,0,790,0,0,0,0,0,0,0,0,0,0,2057,144,34,29,0,0,0,37,0,0,0,0,0,0,80,0,0,0,0,140,0,0,132,0,289,0,140,0,0,0,0,0,402,0,0,0,2655,0,42,0,26,0,0,0,8,0,0,0,0,0,80,0,562,0,0,0,80,0,0,2405,0,0,82,1940,0,345,24,0,4,0,0,0,0,0,64,0,86,0,13227,0,0,0,0,0,0,0,50,0,5448,0,0,0,0,0,35,108,0,0,131,210,0,5,35,0,0,0,0,0,9,0,0,0,192,2,0,0,5811,8,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,892,3859,0,0,0,0,31,0
34,34,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE11","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR011DX",0,0,0,0,0,0,0,0,0,0,210,0,0,253,0,0,727,0,116,0,0,0,0,8,0,0,0,0,0,181,0,0,0,0,0,42,0,586,0,0,0,0,0,0,12,0,0,583,0,5946,0,311,0,0,0,0,0,0,0,0,3674,1085,0,55,0,0,0,21537,0,0,0,0,0,0,45,0,0,0,0,34,0,0,14,0,234,0,101,77,0,0,0,0,218,0,0,0,483,0,56,895,28,0,24,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0,15,361,0,0,0,0,260,0,0,0,0,0,619,0,293,0,1111,0,0,0,0,0,0,5,13,0,7013,0,5,0,0,0,0,74,0,0,9,13,0,0,27,0,0,0,0,0,424,0,0,0,0,0,0,0,8074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1776,3131,0,0,0,0,0,0
37,37,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN11","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR011CA",0,0,0,0,0,6,0,0,0,0,10,0,0,2837,0,0,1808,0,55,0,0,0,0,27,0,0,0,0,0,74,0,0,0,0,0,327,0,745,0,92,0,0,0,0,8,10,0,4625,26,0,0,121,0,0,0,0,0,0,522,0,5950,1795,24,0,0,0,0,105,0,0,0,0,0,0,213,0,0,0,0,70,0,0,638,0,14,0,421,0,0,0,12,0,123,0,0,0,1109,0,20,34,22,0,15,0,743,24,0,0,0,0,16,0,232,0,0,0,9,0,0,932,0,0,241,81,0,0,0,0,478,0,0,0,0,0,948,0,97,0,379,0,0,0,0,0,0,36,0,0,8537,0,0,0,0,0,5,110,0,0,1099,47,0,31,36,0,0,0,0,0,98,0,0,0,0,10,0,0,2234,35,0,0,0,0,0,12,0,0,0,68,0,0,0,0,0,0,0,0,0,281,0,0,0,0,10,0,2919,13244,0,0,0,0,0,0
