"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Acarosporales","Acrospermales","Agaricales","Agaricostilbales","Archaeosporales","Atheliales","Auriculariales","Basidiobolales","Boliniales","Botryosphaeriales","Caliciales","Candelariales","Cantharellales","Capnodiales","Chaetosphaeriales","Chaetothyriales","Chytridiales","Coniochaetales","Corticiales","Cystobasidiales","Cystobasidiomycetes_ord_Incertae_sedis","Cystofilobasidiales","Diaporthales","Diversisporales","Dothideales","Dothideomycetes_ord_Incertae_sedis","Entorrhizales","Entylomatales","Erysiphales","Erythrobasidiales","Eurotiales","Filobasidiales","Geastrales","Geminibasidiales","Gigasporales","Glomerales","Glomerellales","GS05","GS11","Harpochytriales","Helotiales","Holtermanniales","Hymenochaetales","Hypocreales","Lecanorales","Leucosporidiales","Lichenostigmatales","Lobulomycetales","Magnaporthales","Melanosporales","Microascales","Microbotryomycetes_ord_Incertae_sedis","Microstromatales","Microthyriales","Mortierellales","Mucorales","Mycocaliciales","Myriangiales","Myrmecridiales","Mytilinidiales","Olpidiales","Onygenales","Orbiliales","Ostropales","Pezizales","Pezizomycotina_ord_Incertae_sedis","Phaeomoniellales","Phomatosporales","Platygloeales","Pleosporales","Polyporales","Rhizophlyctidales","Rhizophydiales","Rhytismatales","Russulales","Saccharomycetales","Sebacinales","Sordariales","Sordariomycetes_ord_Incertae_sedis","Spizellomycetales","Sporidiobolales","Taphrinales","Teloschistales","Thelebolales","Thelephorales","Trechisporales","Tremellales","Tremellodendropsidales","Trichosphaeriales","Trichosporonales","Tubeufiales","Umbelopsidales","unidentified","unspecified_Agaricomycetes","unspecified_Ascomycota","unspecified_Basidiobolomycota","unspecified_Basidiomycota","unspecified_Chytridiomycota","unspecified_Cystobasidiomycetes","unspecified_Dothideomycetes","unspecified_Eurotiomycetes","unspecified_Fungi","unspecified_Glomeromycota","unspecified_Leotiomycetes","unspecified_Microbotryomycetes","unspecified_Orbiliomycetes","unspecified_Sordariomycetes","unspecified_Tremellomycetes","Urocystidales","Ustilaginales","Venturiales","Verrucariales","Wallemiales","Xylariales"
258,258,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE13",3,0,0,NA,NA,82,NA,"S","P","E",1,"S01","S01PE1","S01PE1","S01","PE",1,1,NA,NA,82,NA,"4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010DO",0,0,262,0,0,19,0,6,0,0,0,0,281,3142,0,553,91,470,0,4,0,0,0,14,196,0,0,0,0,0,9541,449,0,0,0,344,12,0,0,12,212,40,0,302,0,0,0,0,0,0,537,0,0,0,1031,68,0,0,0,0,9,732,0,0,314,0,0,0,0,9750,0,53,0,0,0,14,0,10607,0,121,5,0,0,3117,0,30,501,0,0,0,0,0,727,14,1322,0,0,37,0,0,0,2191,0,397,0,0,63,59,0,0,5,0,0,90
259,259,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE13",3,1,3,NA,NA,84,NA,"S","S","E",1,"S01","S01SE1","S01SE1","S01","SE",1,3,NA,NA,84,NA,"4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010BI",0,0,793,0,5,0,0,0,0,31,0,0,56,1917,0,1005,45,6420,582,8,0,0,0,8,1865,0,0,0,0,0,1794,154,0,0,0,199,98,0,0,15,2149,11,0,1305,0,0,731,0,0,0,0,0,0,0,292,30,0,0,0,0,0,590,207,0,751,0,0,0,0,15310,0,85,0,0,0,0,0,1738,0,64,0,0,0,101,0,0,206,0,0,0,0,0,120,0,2377,0,18,115,0,7,0,1346,0,19,0,0,91,0,0,0,0,0,0,77
260,260,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN13",3,1,1,NA,NA,62,NA,"S","P","N",1,"S05","S05PN1","S05PN1","S05","PN",1,1,NA,NA,61,NA,"4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,39.59,36.25,35.11,34.83,4,1,"S511","JTMR011AV",0,0,286,0,0,0,1240,0,0,0,0,0,0,2194,0,343,0,354,0,0,0,0,0,0,12,65,0,0,0,0,13368,43,0,0,0,0,389,0,0,0,1016,0,0,744,0,0,15,0,0,0,7192,0,0,0,0,154,0,0,0,0,0,1227,32,0,1448,0,0,0,0,17038,0,4,0,0,0,0,0,7241,0,63,4,0,0,6143,0,0,1195,0,0,0,0,0,44,11,1181,0,0,0,0,0,100,170,0,85,0,0,33,0,0,0,22,0,41,314
261,261,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN13",3,0,0,NA,NA,61,NA,"S","S","N",1,"S05","S05SN1","S05SN1","S05","SN",0,0,NA,NA,61,NA,"4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR011DW",0,0,1526,0,0,0,0,0,0,30,0,0,0,777,0,1433,0,1708,0,0,0,0,0,37,293,5,0,0,0,8,3191,330,0,0,0,799,0,0,0,0,7410,3,0,487,0,0,958,0,0,0,0,0,0,0,0,32,0,0,0,0,0,382,881,0,5643,0,0,0,0,38538,0,27,0,0,0,0,0,2325,0,0,0,0,0,101,0,0,248,0,0,0,0,0,81,41,2906,0,11,0,0,8,0,2910,0,21,0,0,260,0,0,0,0,0,0,777
262,262,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE13",3,1,2,NA,NA,64,NA,"S","S","E",1,"S05","S05SE1","S05SE1","S05","SE",1,2,NA,NA,65,NA,"4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR011DA",0,0,515,0,0,0,0,0,0,12,0,0,58,913,0,293,0,2025,0,0,0,0,0,50,594,0,0,0,0,0,919,64,0,0,0,929,12,0,0,0,2288,0,0,1047,0,0,324,0,0,0,0,0,0,0,0,56,0,0,0,0,0,26,115,0,2960,0,0,0,0,25464,0,0,0,0,0,0,0,9619,0,0,0,0,0,238,0,0,131,0,0,0,0,0,116,31,899,0,0,0,0,0,0,1678,0,167,0,0,0,0,0,0,0,0,0,157
264,264,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE13",3,0,0,NA,NA,65,NA,"S","P","E",1,"S02","S02PE1","S02PE1","S02","PE",0,0,NA,NA,64,NA,"4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011DB",0,0,382,0,0,0,0,0,0,0,0,0,0,1298,0,206,0,250,0,0,0,0,0,0,15,63,0,0,0,0,13454,43,0,0,0,3,127,0,0,0,124,0,0,1011,0,0,0,0,0,0,2376,0,0,0,0,358,0,0,0,0,0,3675,11,0,3942,32,0,0,0,23633,0,89,0,0,0,0,0,6289,0,5,0,0,0,3965,0,0,19,0,0,0,0,0,295,0,3777,0,0,0,0,0,33,186,0,109,0,0,13,0,0,0,0,0,0,524
265,265,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE13",3,1,1,NA,NA,70,NA,"S","S","E",1,"S02","S02SE1","S02SE1","S02","SE",1,1,NA,NA,70,NA,"4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011EI",0,0,152,0,0,0,0,0,0,227,0,0,7,201,0,1200,0,184,0,0,0,0,0,29,0,0,0,0,0,0,1000,110,0,0,0,221,0,0,0,0,7897,0,0,284,0,0,78,0,0,0,11,0,0,0,0,5,0,0,0,0,0,51,19,0,1718,0,0,0,0,11511,0,0,0,0,3,0,0,1026,0,0,0,0,0,0,0,0,39,0,0,0,0,0,207,17,439,0,0,0,0,0,0,1349,34,80,0,0,60,0,0,0,0,0,0,133
277,277,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE13",3,0,0,2.2,1.09,83,NA,"C","P","E",1,"C06","C06PE1","C06PE1","C06","PE",0,0,4.7,1.152,84,NA,"4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011EM",0,0,91,0,0,0,0,0,0,0,0,0,7,1150,0,1085,0,2879,0,0,0,0,0,0,64,0,0,0,0,0,825,451,0,0,0,0,548,0,0,0,999,0,0,1047,0,0,16,0,3,0,32,0,0,0,0,6,0,0,0,0,0,3,24,0,3716,0,0,0,0,40749,0,223,78,0,0,0,0,1331,3,11,0,0,0,14,0,0,137,0,0,0,0,0,387,0,643,0,0,0,0,38,0,612,0,0,0,0,12,0,0,0,0,0,0,61
278,278,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN13",3,0,0,6.9,1.1975,84,NA,"C","S","N",1,"C08","C08SN1","C08SN1","C08","SN",0,0,6.9,1.1975,84,NA,"4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011CE",0,0,555,0,0,0,0,0,0,55,0,0,19,1464,0,952,0,3098,0,0,0,0,0,40,67,0,0,0,0,0,2419,509,0,0,0,688,18,0,0,0,694,15,0,1645,0,86,918,0,0,0,9,0,0,0,0,1685,0,0,0,0,0,89,432,0,2688,0,0,0,0,41779,0,67,4,0,0,0,0,2824,0,0,0,0,0,483,0,0,669,0,0,0,0,0,41,0,1949,12,0,0,0,80,0,2087,19,98,0,0,45,0,0,0,0,0,0,169
279,279,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN13",3,0,0,NA,NA,85,NA,"C","P","N",1,"C07","C07PN1","C07PN1","C07","PN",0,0,NA,NA,84,NA,"4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR010DQ",0,0,1955,0,0,0,0,0,0,0,0,0,1907,489,0,644,0,685,0,5,0,37,0,0,59,25,0,38,0,0,6819,592,0,0,0,65,56,0,0,10,922,0,0,1646,0,14,0,0,0,0,659,0,0,0,589,107,0,0,0,0,32,1255,144,0,6068,18,0,0,0,21797,0,189,100,0,0,6,0,9361,0,301,0,0,0,1972,0,0,45,0,0,0,0,0,354,3,365,5,0,236,0,1479,0,1440,0,141,0,0,12,0,0,0,4,0,87,536
281,281,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE13",3,1,3,NA,NA,85,NA,"C","S","E",1,"C07","C07SE1","C07SE1","C07","SE",1,3,NA,NA,85,NA,"4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010ER",0,0,874,0,36,0,0,0,0,821,0,0,0,1155,0,943,216,903,0,0,0,0,5,277,154,0,0,0,0,0,3128,301,0,0,0,129,27,0,0,33,81,0,0,490,0,0,64,0,0,0,4,0,0,0,381,28,0,0,0,0,14,0,4695,0,2056,0,0,0,0,15177,0,14,0,0,0,0,0,1525,0,91,0,0,0,16,0,0,147,0,0,0,0,0,309,11,973,0,0,8,0,9,0,2383,0,0,0,0,54,27,0,0,0,0,0,104
283,283,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE13",3,1,2,NA,NA,63,NA,"C","P","E",1,"C02","C02PE1","C02PE1","C02","PE",1,2,NA,NA,65,NA,"4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011R",0,0,295,10,0,0,0,0,0,16,0,0,21,5405,0,413,0,7831,0,19,0,0,0,0,1217,0,0,0,0,0,1343,303,0,0,0,0,8,0,0,0,1424,0,0,1875,0,5,599,0,5,0,19,0,0,0,0,58,0,0,0,0,0,52,82,0,713,0,0,0,0,36073,0,565,0,0,0,4,0,8046,62,0,0,0,0,192,0,747,672,0,0,0,0,0,176,0,332,4,5,11,0,578,0,535,0,0,0,0,0,0,0,0,2,0,0,201
284,284,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN13",3,1,1,NA,NA,72,NA,"C","P","N",1,"C04","C04PN1","C04PN1","C04","PN",1,1,NA,NA,68,NA,"4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR010T",0,0,100,0,0,0,0,0,0,0,0,0,589,2825,0,428,36,314,12,6,0,17,0,55,13,0,0,0,0,0,600,978,0,0,0,52,38,0,0,8,105,12,0,3622,0,28,7,0,0,0,103,0,0,0,172,41,0,0,0,0,8,81,166,0,2970,0,0,0,0,38698,0,25,9,0,0,0,0,775,0,182,0,0,0,76,0,0,482,0,0,0,0,0,497,533,96,0,0,124,0,0,0,526,0,23,0,0,0,0,0,0,0,0,0,463
285,285,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN13",3,1,1,NA,NA,75,NA,"C","S","N",1,"C04","C04SN1","C04SN1","C04","SN",1,1,NA,NA,76,NA,"4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR011AU",0,0,44,0,0,0,0,0,0,41,0,0,24,2640,0,491,0,83,0,0,0,0,98,9,7,0,0,0,0,0,543,97,0,0,0,12,48,0,0,0,758,11,0,15627,0,26,68,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,211,0,2313,0,0,0,0,28896,0,0,6,0,0,0,0,229,0,24,0,0,0,26,0,0,652,0,0,0,0,0,73,0,89,0,0,0,0,46,0,169,0,21,0,0,7,0,0,0,0,0,0,246
286,286,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN13",3,0,0,NA,NA,71,NA,"C","P","N",1,"C10","C10PN1","C10PN1","C10","PN",0,0,NA,NA,76,NA,"4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR010AL",0,0,3245,0,0,0,64,0,0,0,0,0,23,379,0,1138,73,172,0,0,0,0,0,0,3,33,0,0,0,0,17374,313,0,4,0,90,194,0,0,0,369,0,0,777,0,12,18,7,0,0,738,0,0,0,748,599,0,0,0,0,19,1636,193,0,2307,50,0,0,0,15176,0,129,57,0,0,8,0,6011,0,234,0,0,0,3196,0,0,59,0,0,0,0,0,733,15,423,62,0,0,0,6,0,1315,0,48,0,0,33,0,0,0,13,0,0,289
287,287,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN13",3,0,0,NA,NA,81,NA,"C","S","N",1,"C10","C10SN1","C10SN1","C10","SN",0,0,NA,NA,81,NA,"4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR011DO",0,0,262,0,0,0,0,0,0,0,0,0,0,428,0,224,0,32,0,0,0,0,0,0,0,25,0,0,0,0,4665,44,0,0,0,0,14,0,0,0,347,0,0,395,0,4,0,0,0,0,918,0,0,0,0,287,0,0,0,0,0,959,48,0,6459,0,0,0,0,8860,0,7,0,0,0,7,0,7664,0,30,0,0,0,1440,0,0,44,0,0,0,0,0,19,0,1262,6,0,0,0,8,0,158,0,52,0,0,119,0,0,0,0,0,10,30524
291,291,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN13",3,0,0,NA,NA,75,NA,"S","P","N",1,"S01","S01PN1","S01PN1","S01","PN",0,0,NA,NA,76,NA,"4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR010K",0,0,60,0,0,0,0,0,0,0,0,0,20,1417,0,291,0,429,0,85,0,34,0,0,135,0,0,0,0,0,22247,878,0,0,0,0,106,0,0,0,181,116,0,559,0,0,30,0,0,0,1828,0,0,0,364,38,0,0,0,0,0,296,5,0,388,0,0,0,0,9726,0,79,14,0,0,0,0,1662,0,172,0,0,0,9004,0,0,596,0,0,0,0,0,177,29,692,0,12,2,0,9,0,550,0,51,0,0,0,48,0,0,0,0,0,57
292,292,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN13",3,0,0,NA,NA,83,NA,"S","S","N",1,"S01","S01SN1","S01SN1","S01","SN",0,0,NA,NA,83,NA,"4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011BT",0,0,514,0,0,0,0,0,0,0,0,0,11,453,0,1106,0,925,0,0,0,0,0,0,142,0,0,0,0,0,3240,320,8,0,0,33,17,0,0,0,88,12,0,1218,0,0,55,0,0,0,156,0,0,0,0,191,0,0,0,0,0,3354,427,0,1551,0,0,0,0,12324,0,99,5,0,0,0,0,8722,0,24,0,0,0,2583,0,0,214,0,0,0,0,0,118,0,1132,14,0,0,0,119,0,438,0,99,0,0,330,0,0,0,0,0,0,659
294,294,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE13",3,1,3,NA,NA,64,NA,"S","P","E",1,"S05","S05PE1","S05PE1","S05","PE",1,3,NA,NA,65,NA,"4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,32.91,32.8,33.82,33.31,4,1,"S501","JTMR011AX",0,0,165,0,0,0,0,0,0,6,0,0,0,2103,0,392,0,76,0,0,0,0,24,0,59,22,0,0,0,0,16978,7,6,0,0,49,109,0,0,0,1309,0,0,758,0,0,51,0,0,0,1540,0,0,2,0,94,0,0,0,0,0,2477,135,0,998,68,0,0,0,6840,0,11,0,0,0,0,0,9965,0,0,0,0,0,2677,0,0,101,0,0,0,0,0,80,0,4206,0,0,0,0,0,17,384,0,220,0,0,0,0,0,0,126,0,21,523
295,295,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN13",3,1,1,NA,NA,62,NA,"S","P","N",1,"S02","S02PN1","S02SN1","S02","PN",0,0,NA,NA,62,NA,"4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010AJ",0,0,86,0,0,0,0,0,0,0,0,0,6,428,0,291,7,48,0,12,0,0,0,0,0,97,0,0,0,0,15043,161,0,19,0,11,12,0,0,0,234,0,0,2003,0,0,0,0,3,0,10336,0,0,0,293,349,0,0,0,0,0,6882,41,0,1872,14,0,0,0,6108,0,0,0,0,0,14,0,5407,0,125,0,0,0,2750,0,0,48,0,0,0,0,0,96,0,1995,0,0,12,0,0,0,271,0,74,0,0,21,0,0,0,0,0,0,785
296,296,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN13",3,0,1,NA,NA,64,NA,"S","S","N",1,"S02","S02SN1","S02PN1","S02","SN",0,1,NA,NA,64,NA,"4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR011EC",0,0,1096,0,0,0,0,0,0,0,0,0,0,255,0,847,0,6,0,0,0,0,0,169,0,3,0,0,0,0,5012,82,0,0,0,92,4,0,0,0,26,0,0,272,0,8,6,0,0,0,49,0,0,0,0,17,0,0,0,0,0,355,54,0,6080,0,0,0,0,33022,0,6,0,0,0,0,0,2944,0,13,0,0,0,0,0,0,66,0,0,0,0,0,336,0,1444,0,0,8,0,0,0,484,0,0,0,0,551,0,0,0,0,0,0,1821
301,301,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN14",4,1,1,5.3,1.166,89,7,"S","S","E",1,"S07","S07SE1","S07SN1","S07","SE",1,1,6.4,1.186,90,7,"4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011DT",0,0,1013,0,0,0,14,0,0,16,0,0,25,915,0,637,0,265,0,0,0,0,0,0,495,12,0,0,0,0,1305,464,0,0,0,182,0,0,0,0,14177,3,0,246,0,0,3503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,279,0,772,0,0,0,0,29787,0,22,0,0,0,0,0,1720,0,8,0,45,0,35,0,0,650,0,0,0,0,0,85,0,1208,0,78,6,0,0,0,2087,0,401,0,0,187,0,0,0,3,0,0,5101
302,302,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE14",4,1,1,6.4,1.182,87,7,"S","P","E",1,"S07","S07PE1","S07PE1","S07","PE",1,1,6.2,1.181,87,7,"4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011BG",0,0,437,3,6,0,0,0,0,82,0,0,64,1288,0,626,0,1202,0,12,0,0,0,0,212,0,0,0,0,0,11797,324,6,0,0,39,27,0,0,0,1180,13,0,724,8,0,495,0,0,0,5249,0,0,0,0,344,0,0,0,0,0,3680,196,0,1088,75,0,0,0,8630,0,619,2,0,8,8,0,12286,0,134,0,0,0,2365,0,0,61,0,0,0,0,0,66,0,2071,0,0,84,0,756,0,498,0,677,0,0,38,0,0,0,95,29,12,25
303,303,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE14",4,1,3,4,1.137,67,8,"S","P","E",1,"S08","S08PE1","S08PE1","S08","PE",1,3,5.8,1.176,73,8,"4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,36.26,NA,36.69,35.22,3,1,"S801","JTMR011BA",0,0,103,0,0,0,78,0,0,142,0,0,0,1209,0,818,0,212,0,3,0,0,0,14,489,91,0,0,0,0,3410,49,0,6,0,35,181,0,0,0,621,0,0,1113,0,6,5269,0,36,0,3486,0,0,0,0,116,0,0,0,0,0,3256,12,0,542,0,0,0,0,5253,0,0,0,0,0,0,0,2887,0,20,0,0,0,1150,0,0,127,0,0,0,0,0,36,0,759,0,14,9,0,33,101,130,0,122,0,0,64,0,0,0,19,0,26,248
304,304,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE14",4,1,3,10.7,1.275,69,8,"S","S","E",1,"S08","S08SE1","S08SE1","S08","SE",1,3,10.7,1.275,73,8,"4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011K",0,0,335,0,0,0,0,0,0,13,0,0,0,475,0,836,0,715,0,0,0,0,0,286,207,0,0,0,0,0,1858,126,3,0,0,366,5,0,0,0,7034,0,0,799,0,5,163,0,259,0,17,0,0,0,0,126,0,0,0,0,0,391,289,0,5544,0,0,0,0,17722,0,18,0,0,0,0,0,1791,0,12,0,0,0,28,0,0,204,0,0,0,0,0,445,0,789,0,0,0,0,0,0,680,0,150,0,0,45,0,0,0,0,0,22,413
306,306,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE14",4,1,1,5.8,1.177,96,NA,"S","S","E",1,"S10","S10SE1","S10SE1","S10","SE",0,0,4.7,1.154,95,NA,"4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR010ED",0,0,226,0,0,0,135,0,0,202,0,0,91,366,0,1320,0,75,0,0,0,0,0,0,29,0,0,0,0,0,1698,284,0,0,0,114,8,0,0,22,73,0,0,87,0,0,115,0,0,0,0,0,0,0,61,0,0,0,0,0,0,6,144,0,2996,0,0,0,0,20462,0,7,23,0,0,0,0,399,0,28,0,0,0,0,0,0,92,0,0,0,0,0,36,3226,2515,0,0,20,0,0,0,1347,0,0,0,0,191,0,0,24,0,0,0,671
309,309,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN14",4,2,1,8.8,1.234,78,NA,"S","P","N",1,"S10","S10PN1","S10PN1","S10","PN",2,1,5.3,1.171,80,NA,"4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010CX",0,0,3405,0,0,0,0,0,0,8,0,0,521,15399,0,784,0,1314,0,0,0,0,0,0,302,3,0,0,0,0,2011,2577,0,0,0,0,27,0,0,58,512,0,0,1753,0,0,169,0,0,5,45,0,0,0,415,362,0,0,0,0,7,23,71,0,4247,0,0,0,0,57736,0,151,48,0,0,0,0,3295,0,406,5,0,0,222,0,0,684,84,0,0,0,0,3493,560,886,0,45,48,0,0,0,4005,0,22,0,0,4,54,519,0,16,0,0,56
310,310,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN14",4,2,1,6.9,1.202,84,NA,"S","S","N",1,"S10","S10SN1","S10SN1","S10","SN",2,1,6.9,1.202,81,NA,"4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010AA",0,0,496,0,0,0,0,0,0,16,7,0,84,176,0,687,0,67,0,0,0,0,0,0,0,0,0,0,0,0,4162,424,0,0,0,799,0,0,0,0,70,0,0,56,0,0,202,0,0,0,12,0,0,0,147,0,0,0,0,0,12,0,207,0,770,0,0,0,0,11930,0,19,0,0,5,0,0,550,0,159,0,0,0,0,0,0,132,0,0,0,0,0,227,54,456,0,3,0,0,31,0,627,0,0,0,0,103,0,1111,0,0,0,0,325
311,311,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN14",4,1,2,0.1,1.048,89,NA,"S","P","N",1,"S09","S09PN1","S09PN1","S09","PN",1,2,2.9,1.116,89,NA,"4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,32.39,32.8,32.87,32.46,4,1,"S911","JTMR011EY",0,0,784,0,0,0,0,0,0,0,0,0,22,2515,0,1152,0,2561,0,10,0,0,0,19,21,369,0,0,0,0,8230,202,0,0,0,21,1329,0,0,0,781,13,0,1581,0,13,10,0,0,0,2696,0,0,0,0,602,0,0,0,0,0,2676,215,0,4077,0,0,0,0,40369,0,62,0,0,0,166,0,10561,0,150,0,0,0,4916,0,28,430,0,0,0,0,0,92,227,1362,17,0,9,0,7,0,1214,0,138,0,0,217,0,0,0,28,0,0,688
312,312,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN14",4,1,1,4.9,1.162,79,NA,"S","S","N",1,"S09","S09SN1","S09SN1","S09","SN",1,1,4.9,1.162,76,NA,"4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR011CI",0,0,926,0,0,0,0,0,0,77,0,0,20,4888,0,1537,0,878,0,0,0,0,0,11,152,0,0,0,0,0,1240,343,0,0,0,551,2,0,0,0,1172,0,0,6180,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,665,0,1073,0,0,0,0,50589,0,78,0,0,0,0,0,782,0,14,0,3,0,56,0,0,992,0,0,0,0,0,424,215,691,0,22,0,0,5,0,2876,0,4,0,0,24,0,0,0,0,0,0,83
